"Season","TeamID","Wins","Loses","WinsAtHome","WinsAtAway","WinsAtNeutral","LosesAtHome","LosesAtAway","LosesAtNeutral","WinPer","WinPerHome","WinPerAway","WinPerNeut","WinPerNotHome"
2003,1265,13,16,6,5,2,7,7,2,0.448275862068966,0.461538461538462,0.416666666666667,0.5,0.4375
2003,1267,13,15,10,3,0,10,3,2,0.464285714285714,0.5,0.5,0,0.375
2003,1277,19,12,14,3,2,6,2,4,0.612903225806452,0.7,0.6,0.333333333333333,0.454545454545455
2003,1281,21,10,14,3,4,7,1,2,0.67741935483871,0.666666666666667,0.75,0.666666666666667,0.7
2003,1298,7,19,6,1,0,11,7,1,0.269230769230769,0.352941176470588,0.125,0,0.111111111111111
2003,1301,18,12,13,3,2,7,3,2,0.6,0.65,0.5,0.5,0.5
2003,1308,19,9,11,6,2,6,2,1,0.678571428571429,0.647058823529412,0.75,0.666666666666667,0.727272727272727
2003,1317,5,21,1,3,1,12,8,1,0.192307692307692,0.0769230769230769,0.272727272727273,0.5,0.307692307692308
2003,1320,10,17,7,3,0,12,4,1,0.37037037037037,0.368421052631579,0.428571428571429,0,0.375
2003,1321,12,17,10,1,1,8,7,2,0.413793103448276,0.555555555555556,0.125,0.333333333333333,0.181818181818182
2003,1328,24,6,15,5,4,3,1,2,0.8,0.833333333333333,0.833333333333333,0.666666666666667,0.75
2003,1329,20,9,13,5,2,5,2,2,0.689655172413793,0.722222222222222,0.714285714285714,0.5,0.636363636363636
2003,1340,4,21,4,0,0,13,7,1,0.16,0.235294117647059,0,0,0
2003,1343,15,11,6,7,2,7,4,0,0.576923076923077,0.461538461538462,0.636363636363636,1,0.692307692307692
2003,1345,18,10,14,3,1,6,1,3,0.642857142857143,0.7,0.75,0.25,0.5
2003,1348,18,11,11,6,1,7,4,0,0.620689655172414,0.611111111111111,0.6,1,0.636363636363636
2003,1349,17,10,11,6,0,7,2,1,0.62962962962963,0.611111111111111,0.75,0,0.666666666666667
2003,1350,15,13,10,5,0,7,4,2,0.535714285714286,0.588235294117647,0.555555555555556,0,0.454545454545455
2003,1352,9,17,5,4,0,12,5,0,0.346153846153846,0.294117647058824,0.444444444444444,NA,0.444444444444444
2003,1365,12,15,7,5,0,7,7,1,0.444444444444444,0.5,0.416666666666667,0,0.384615384615385
2003,1373,19,10,9,8,2,4,5,1,0.655172413793103,0.692307692307692,0.615384615384615,0.666666666666667,0.625
2003,1375,12,14,8,3,1,10,3,1,0.461538461538462,0.444444444444444,0.5,0.5,0.5
2003,1379,13,16,11,0,2,11,3,2,0.448275862068966,0.5,0,0.5,0.285714285714286
2003,1382,13,14,7,4,2,9,3,2,0.481481481481481,0.4375,0.571428571428571,0.5,0.545454545454545
2003,1384,14,14,9,5,0,9,4,1,0.5,0.5,0.555555555555556,0,0.5
2003,1394,11,15,6,4,1,11,4,0,0.423076923076923,0.352941176470588,0.5,1,0.555555555555556
2003,1395,9,19,7,2,0,12,7,0,0.321428571428571,0.368421052631579,0.222222222222222,NA,0.222222222222222
2003,1397,17,11,11,5,1,6,4,1,0.607142857142857,0.647058823529412,0.555555555555556,0.5,0.545454545454545
2003,1403,18,12,10,6,2,6,4,2,0.6,0.625,0.6,0.5,0.571428571428571
2003,1404,10,14,5,5,0,10,4,0,0.416666666666667,0.333333333333333,0.555555555555556,NA,0.555555555555556
2003,1412,18,12,10,3,5,8,4,0,0.6,0.555555555555556,0.428571428571429,1,0.666666666666667
2003,1425,13,17,8,3,2,9,6,2,0.433333333333333,0.470588235294118,0.333333333333333,0.5,0.384615384615385
2003,1427,9,17,4,4,1,10,7,0,0.346153846153846,0.285714285714286,0.363636363636364,1,0.416666666666667
2003,1428,23,7,14,7,2,4,1,2,0.766666666666667,0.777777777777778,0.875,0.5,0.75
2003,1435,11,18,10,0,1,11,6,1,0.379310344827586,0.476190476190476,0,0.5,0.125
2003,1436,19,10,9,7,3,7,1,2,0.655172413793103,0.5625,0.875,0.6,0.769230769230769
2003,1437,15,15,9,4,2,7,3,5,0.5,0.5625,0.571428571428571,0.285714285714286,0.428571428571429
2003,1438,14,15,11,2,1,10,3,2,0.482758620689655,0.523809523809524,0.4,0.333333333333333,0.375
2003,1451,25,4,12,9,4,3,0,1,0.862068965517241,0.8,1,0.8,0.928571428571429
2003,1452,14,15,9,2,3,9,5,1,0.482758620689655,0.5,0.285714285714286,0.75,0.454545454545455
2003,1112,25,3,14,11,0,1,1,1,0.892857142857143,0.933333333333333,0.916666666666667,0,0.846153846153846
2003,1124,14,14,10,2,2,7,6,1,0.5,0.588235294117647,0.25,0.666666666666667,0.363636363636364
2003,1127,14,13,9,4,1,11,2,0,0.518518518518518,0.45,0.666666666666667,1,0.714285714285714
2003,1131,20,10,9,8,3,7,3,0,0.666666666666667,0.5625,0.727272727272727,1,0.785714285714286
2003,1143,21,8,13,7,1,4,1,3,0.724137931034483,0.764705882352941,0.875,0.25,0.666666666666667
2003,1145,10,18,6,3,1,10,7,1,0.357142857142857,0.375,0.3,0.5,0.333333333333333
2003,1153,17,11,12,3,2,7,3,1,0.607142857142857,0.631578947368421,0.5,0.666666666666667,0.555555555555556
2003,1163,21,9,14,5,2,6,2,1,0.7,0.7,0.714285714285714,0.666666666666667,0.7
2003,1177,16,12,13,3,0,8,3,1,0.571428571428571,0.619047619047619,0.5,0,0.428571428571429
2003,1178,17,12,9,6,2,7,3,2,0.586206896551724,0.5625,0.666666666666667,0.5,0.615384615384615
2003,1181,24,6,15,3,6,6,0,0,0.8,0.714285714285714,1,1,1
2003,1185,12,14,9,2,1,10,3,1,0.461538461538462,0.473684210526316,0.4,0.5,0.428571428571429
2003,1198,7,21,4,2,1,11,10,0,0.25,0.266666666666667,0.166666666666667,1,0.230769230769231
2003,1208,19,8,12,5,2,6,1,1,0.703703703703704,0.666666666666667,0.833333333333333,0.666666666666667,0.777777777777778
2003,1209,13,15,8,5,0,7,6,2,0.464285714285714,0.533333333333333,0.454545454545455,0,0.384615384615385
2003,1210,14,14,12,1,1,10,3,1,0.5,0.545454545454545,0.25,0.5,0.333333333333333
2003,1225,12,15,7,5,0,8,6,1,0.444444444444444,0.466666666666667,0.454545454545455,0,0.416666666666667
2003,1226,13,14,7,3,3,10,2,2,0.481481481481481,0.411764705882353,0.6,0.6,0.6
2003,1233,17,12,10,4,3,8,2,2,0.586206896551724,0.555555555555556,0.666666666666667,0.6,0.636363636363636
2003,1240,19,10,10,7,2,7,1,2,0.655172413793103,0.588235294117647,0.875,0.5,0.75
2003,1257,24,6,16,8,0,3,2,1,0.8,0.842105263157895,0.8,0,0.727272727272727
2003,1259,4,24,3,1,0,11,11,2,0.142857142857143,0.214285714285714,0.0833333333333333,0,0.0714285714285714
2003,1273,22,6,10,11,1,4,2,0,0.785714285714286,0.714285714285714,0.846153846153846,1,0.857142857142857
2003,1274,11,17,9,2,0,10,5,2,0.392857142857143,0.473684210526316,0.285714285714286,0,0.222222222222222
2003,1319,13,13,8,4,1,8,3,2,0.5,0.5,0.571428571428571,0.333333333333333,0.5
2003,1335,22,5,11,9,2,3,2,0,0.814814814814815,0.785714285714286,0.818181818181818,1,0.846153846153846
2003,1338,26,4,16,7,3,4,0,0,0.866666666666667,0.8,1,1,1
2003,1341,17,12,10,7,0,9,2,1,0.586206896551724,0.526315789473684,0.777777777777778,0,0.7
2003,1344,16,13,12,3,1,8,4,1,0.551724137931034,0.6,0.428571428571429,0.5,0.444444444444444
2003,1351,12,16,8,4,0,9,6,1,0.428571428571429,0.470588235294118,0.4,0,0.363636363636364
2003,1360,17,11,8,9,0,6,5,0,0.607142857142857,0.571428571428571,0.642857142857143,NA,0.642857142857143
2003,1371,17,12,13,3,1,7,3,2,0.586206896551724,0.65,0.5,0.333333333333333,0.444444444444444
2003,1386,23,6,11,8,4,5,1,0,0.793103448275862,0.6875,0.888888888888889,1,0.923076923076923
2003,1392,11,15,8,3,0,9,5,1,0.423076923076923,0.470588235294118,0.375,0,0.333333333333333
2003,1409,22,9,14,6,2,6,3,0,0.709677419354839,0.7,0.666666666666667,1,0.727272727272727
2003,1418,19,9,9,8,2,6,1,2,0.678571428571429,0.6,0.888888888888889,0.5,0.769230769230769
2003,1420,7,20,4,1,2,13,6,1,0.259259259259259,0.235294117647059,0.142857142857143,0.666666666666667,0.3
2003,1429,22,8,11,6,5,6,2,0,0.733333333333333,0.647058823529412,0.75,1,0.846153846153846
2003,1440,8,19,3,2,3,11,6,2,0.296296296296296,0.214285714285714,0.25,0.6,0.384615384615385
2003,1442,5,21,3,2,0,13,6,2,0.192307692307692,0.1875,0.25,0,0.2
2003,1444,19,10,11,7,1,6,2,2,0.655172413793103,0.647058823529412,0.777777777777778,0.333333333333333,0.666666666666667
2003,1450,7,20,6,0,1,12,8,0,0.259259259259259,0.333333333333333,0,1,0.111111111111111
2003,1453,9,19,8,0,1,12,6,1,0.321428571428571,0.4,0,0.5,0.125
2003,1455,18,11,12,5,1,6,4,1,0.620689655172414,0.666666666666667,0.555555555555556,0.5,0.545454545454545
2003,1460,9,18,9,0,0,12,5,1,0.333333333333333,0.428571428571429,0,0,0
2003,1461,19,10,11,5,3,5,3,2,0.655172413793103,0.6875,0.625,0.6,0.615384615384615
2003,1114,16,12,9,4,3,8,2,2,0.571428571428571,0.529411764705882,0.666666666666667,0.6,0.636363636363636
2003,1138,5,23,5,0,0,15,8,0,0.178571428571429,0.25,0,NA,0
2003,1155,15,13,13,1,1,8,4,1,0.535714285714286,0.619047619047619,0.2,0.5,0.285714285714286
2003,1169,13,15,8,4,1,10,4,1,0.464285714285714,0.444444444444444,0.5,0.5,0.5
2003,1173,24,5,17,7,0,4,1,0,0.827586206896552,0.80952380952381,0.875,NA,0.875
2003,1199,14,15,12,1,1,8,5,2,0.482758620689655,0.6,0.166666666666667,0.333333333333333,0.222222222222222
2003,1204,13,13,6,6,1,7,5,1,0.5,0.461538461538462,0.545454545454545,0.5,0.538461538461538
2003,1227,21,8,11,9,1,6,2,0,0.724137931034483,0.647058823529412,0.818181818181818,1,0.833333333333333
2003,1228,24,6,14,3,7,6,0,0,0.8,0.7,1,1,1
2003,1234,15,13,10,5,0,6,6,1,0.535714285714286,0.625,0.454545454545455,0,0.416666666666667
2003,1268,19,9,14,4,1,4,2,3,0.678571428571429,0.777777777777778,0.666666666666667,0.25,0.5
2003,1278,16,12,14,2,0,8,3,1,0.571428571428571,0.636363636363636,0.4,0,0.333333333333333
2003,1286,9,16,5,3,1,9,6,1,0.36,0.357142857142857,0.333333333333333,0.5,0.363636363636364
2003,1332,23,9,14,5,4,6,2,1,0.71875,0.7,0.714285714285714,0.8,0.75
2003,1334,12,16,9,3,0,10,5,1,0.428571428571429,0.473684210526316,0.375,0,0.333333333333333
2003,1347,10,20,6,4,0,15,5,0,0.333333333333333,0.285714285714286,0.444444444444444,NA,0.444444444444444
2003,1356,24,6,14,8,2,5,0,1,0.8,0.736842105263158,1,0.666666666666667,0.909090909090909
2003,1364,18,13,10,6,2,6,2,5,0.580645161290323,0.625,0.75,0.285714285714286,0.533333333333333
2003,1374,17,13,10,5,2,9,3,1,0.566666666666667,0.526315789473684,0.625,0.666666666666667,0.636363636363636
2003,1376,12,16,11,1,0,11,4,1,0.428571428571429,0.5,0.2,0,0.166666666666667
2003,1380,7,20,6,1,0,11,9,0,0.259259259259259,0.352941176470588,0.1,NA,0.1
2003,1393,24,5,17,6,1,3,0,2,0.827586206896552,0.85,1,0.333333333333333,0.777777777777778
2003,1401,14,14,10,2,2,8,4,2,0.5,0.555555555555556,0.333333333333333,0.5,0.4
2003,1405,13,16,8,4,1,10,4,2,0.448275862068966,0.444444444444444,0.5,0.333333333333333,0.454545454545455
2003,1424,21,10,15,6,0,5,5,0,0.67741935483871,0.75,0.545454545454545,NA,0.545454545454545
2003,1439,11,18,8,1,2,10,7,1,0.379310344827586,0.444444444444444,0.125,0.666666666666667,0.272727272727273
2003,1111,16,10,9,6,1,7,2,1,0.615384615384615,0.5625,0.75,0.5,0.7
2003,1180,18,11,6,10,2,5,4,2,0.620689655172414,0.545454545454545,0.714285714285714,0.5,0.666666666666667
2003,1182,9,21,5,3,1,11,8,2,0.3,0.3125,0.272727272727273,0.333333333333333,0.285714285714286
2003,1192,15,14,10,4,1,11,2,1,0.517241379310345,0.476190476190476,0.666666666666667,0.5,0.625
2003,1214,19,11,10,7,2,6,4,1,0.633333333333333,0.625,0.636363636363636,0.666666666666667,0.642857142857143
2003,1231,20,12,11,2,7,9,1,2,0.625,0.55,0.666666666666667,0.777777777777778,0.75
2003,1239,12,16,8,3,1,9,3,4,0.428571428571429,0.470588235294118,0.5,0.2,0.363636363636364
2003,1243,13,17,11,1,1,9,5,3,0.433333333333333,0.55,0.166666666666667,0.25,0.2
2003,1246,29,3,12,10,7,1,1,1,0.90625,0.923076923076923,0.909090909090909,0.875,0.894736842105263
2003,1260,15,16,10,5,0,11,2,3,0.483870967741935,0.476190476190476,0.714285714285714,0,0.5
2003,1264,23,6,7,12,4,3,2,1,0.793103448275862,0.7,0.857142857142857,0.8,0.842105263157895
2003,1280,21,9,12,4,5,6,2,1,0.7,0.666666666666667,0.666666666666667,0.833333333333333,0.75
2003,1307,9,18,9,0,0,10,7,1,0.333333333333333,0.473684210526316,0,0,0
2003,1326,17,14,11,3,3,6,5,3,0.548387096774194,0.647058823529412,0.375,0.5,0.428571428571429
2003,1359,12,15,8,4,0,11,3,1,0.444444444444444,0.421052631578947,0.571428571428571,0,0.5
2003,1383,14,16,9,2,3,13,3,0,0.466666666666667,0.409090909090909,0.4,1,0.625
2003,1406,4,24,3,1,0,13,9,2,0.142857142857143,0.1875,0.1,0,0.0833333333333333
2003,1407,25,5,9,12,4,3,1,1,0.833333333333333,0.75,0.923076923076923,0.8,0.888888888888889
2003,1416,20,11,8,9,3,6,4,1,0.645161290322581,0.571428571428571,0.692307692307692,0.75,0.705882352941177
2003,1102,12,16,9,3,0,10,4,2,0.428571428571429,0.473684210526316,0.428571428571429,0,0.333333333333333
2003,1108,14,19,7,5,2,12,3,4,0.424242424242424,0.368421052631579,0.625,0.333333333333333,0.5
2003,1129,12,16,8,4,0,8,7,1,0.428571428571429,0.5,0.363636363636364,0,0.333333333333333
2003,1130,18,11,9,9,0,3,5,3,0.620689655172414,0.75,0.642857142857143,0,0.529411764705882
2003,1137,13,15,6,4,3,9,4,2,0.464285714285714,0.4,0.5,0.6,0.538461538461538
2003,1147,10,14,5,5,0,10,1,3,0.416666666666667,0.333333333333333,0.833333333333333,0,0.555555555555556
2003,1159,12,14,7,5,0,8,4,2,0.461538461538462,0.466666666666667,0.555555555555556,0,0.454545454545455
2003,1216,15,13,10,4,1,9,1,3,0.535714285714286,0.526315789473684,0.8,0.25,0.555555555555556
2003,1221,25,4,11,10,4,3,0,1,0.862068965517241,0.785714285714286,1,0.8,0.933333333333333
2003,1224,13,17,5,5,3,10,6,1,0.433333333333333,0.333333333333333,0.454545454545455,0.75,0.533333333333333
2003,1251,14,15,11,3,0,10,5,0,0.482758620689655,0.523809523809524,0.375,NA,0.375
2003,1283,17,12,9,7,1,5,6,1,0.586206896551724,0.642857142857143,0.538461538461538,0.5,0.533333333333333
2003,1285,12,16,7,5,0,7,5,4,0.428571428571429,0.5,0.5,0,0.357142857142857
2003,1305,17,13,10,5,2,10,3,0,0.566666666666667,0.5,0.625,1,0.7
2003,1313,14,15,8,4,2,10,4,1,0.482758620689655,0.444444444444444,0.5,0.666666666666667,0.545454545454545
2003,1324,15,11,10,4,1,7,3,1,0.576923076923077,0.588235294117647,0.571428571428571,0.5,0.555555555555556
2003,1330,12,15,8,4,0,8,6,1,0.444444444444444,0.5,0.4,0,0.363636363636364
2003,1331,17,10,11,5,1,7,1,2,0.62962962962963,0.611111111111111,0.833333333333333,0.333333333333333,0.666666666666667
2003,1378,14,14,12,1,1,11,2,1,0.5,0.521739130434783,0.333333333333333,0.5,0.4
2003,1385,16,13,10,6,0,5,8,0,0.551724137931034,0.666666666666667,0.428571428571429,NA,0.428571428571429
2003,1423,24,6,11,10,3,5,1,0,0.8,0.6875,0.909090909090909,1,0.928571428571429
2003,1434,20,10,12,6,2,7,1,2,0.666666666666667,0.631578947368421,0.857142857142857,0.5,0.727272727272727
2003,1443,23,8,15,5,3,7,0,1,0.741935483870968,0.681818181818182,1,0.75,0.888888888888889
2003,1447,21,10,14,7,0,9,1,0,0.67741935483871,0.608695652173913,0.875,NA,0.875
2003,1454,23,7,12,9,2,6,0,1,0.766666666666667,0.666666666666667,1,0.666666666666667,0.916666666666667
2003,1172,14,10,8,6,0,7,2,1,0.583333333333333,0.533333333333333,0.75,0,0.666666666666667
2003,1270,13,14,8,5,0,11,3,0,0.481481481481481,0.421052631578947,0.625,NA,0.625
2003,1279,14,15,10,3,1,8,6,1,0.482758620689655,0.555555555555556,0.333333333333333,0.5,0.363636363636364
2003,1292,14,14,7,4,3,9,5,0,0.5,0.4375,0.444444444444444,1,0.583333333333333
2003,1309,13,14,11,1,1,12,1,1,0.481481481481481,0.478260869565217,0.5,0.5,0.5
2003,1339,10,17,5,5,0,9,7,1,0.37037037037037,0.357142857142857,0.416666666666667,0,0.384615384615385
2003,1389,10,19,6,3,1,8,6,5,0.344827586206897,0.428571428571429,0.333333333333333,0.166666666666667,0.266666666666667
2003,1448,24,5,16,7,1,4,0,1,0.827586206896552,0.8,1,0.5,0.888888888888889
2003,1457,18,10,9,9,0,4,3,3,0.642857142857143,0.692307692307692,0.75,0,0.6
2003,1369,9,19,5,3,1,12,6,1,0.321428571428571,0.294117647058824,0.333333333333333,0.5,0.363636363636364
2003,1408,15,15,12,2,1,10,4,1,0.5,0.545454545454545,0.333333333333333,0.5,0.375
2003,1410,6,20,4,2,0,10,3,7,0.230769230769231,0.285714285714286,0.4,0,0.166666666666667
2003,1201,20,8,14,6,0,7,1,0,0.714285714285714,0.666666666666667,0.857142857142857,NA,0.857142857142857
2003,1203,12,17,7,5,0,10,4,3,0.413793103448276,0.411764705882353,0.555555555555556,0,0.416666666666667
2003,1235,15,13,12,2,1,8,4,1,0.535714285714286,0.6,0.333333333333333,0.5,0.375
2003,1388,14,15,8,3,3,8,6,1,0.482758620689655,0.5,0.333333333333333,0.75,0.461538461538462
2003,1402,15,12,11,4,0,10,2,0,0.555555555555556,0.523809523809524,0.666666666666667,NA,0.666666666666667
2003,1103,13,14,9,4,0,9,5,0,0.481481481481481,0.5,0.444444444444444,NA,0.444444444444444
2003,1135,17,11,7,10,0,6,3,2,0.607142857142857,0.538461538461538,0.769230769230769,0,0.666666666666667
2003,1144,4,22,4,0,0,13,8,1,0.153846153846154,0.235294117647059,0,0,0
2003,1149,12,14,7,5,0,9,4,1,0.461538461538462,0.4375,0.555555555555556,0,0.5
2003,1176,17,15,10,2,5,9,3,3,0.53125,0.526315789473684,0.4,0.625,0.538461538461538
2003,1189,10,15,4,6,0,9,6,0,0.4,0.307692307692308,0.5,NA,0.5
2003,1197,17,12,9,7,1,7,4,1,0.586206896551724,0.5625,0.636363636363636,0.5,0.615384615384615
2003,1220,8,21,5,2,1,11,8,2,0.275862068965517,0.3125,0.2,0.333333333333333,0.230769230769231
2003,1236,9,20,6,3,0,15,3,2,0.310344827586207,0.285714285714286,0.5,0,0.375
2003,1245,20,9,8,9,3,4,4,1,0.689655172413793,0.666666666666667,0.692307692307692,0.75,0.705882352941177
2003,1249,12,14,9,3,0,11,3,0,0.461538461538462,0.45,0.5,NA,0.5
2003,1291,11,16,7,3,1,12,4,0,0.407407407407407,0.368421052631579,0.428571428571429,1,0.5
2003,1318,14,15,7,4,3,9,3,3,0.482758620689655,0.4375,0.571428571428571,0.5,0.538461538461538
2003,1346,16,12,7,7,2,8,4,0,0.571428571428571,0.466666666666667,0.636363636363636,1,0.692307692307692
2003,1358,21,6,14,7,0,5,0,1,0.777777777777778,0.736842105263158,1,0,0.875
2003,1361,14,13,9,5,0,7,6,0,0.518518518518518,0.5625,0.454545454545455,NA,0.454545454545455
2003,1363,5,21,3,2,0,12,8,1,0.192307692307692,0.2,0.2,0,0.181818181818182
2003,1381,9,17,6,2,1,11,5,1,0.346153846153846,0.352941176470588,0.285714285714286,0.5,0.333333333333333
2003,1387,16,13,11,3,2,8,4,1,0.551724137931034,0.578947368421053,0.428571428571429,0.666666666666667,0.5
2003,1414,19,9,10,8,1,5,2,2,0.678571428571429,0.666666666666667,0.8,0.333333333333333,0.692307692307692
2003,1464,7,20,6,1,0,14,5,1,0.259259259259259,0.3,0.166666666666667,0,0.142857142857143
2003,1119,3,22,2,1,0,12,9,1,0.12,0.142857142857143,0.1,0,0.0909090909090909
2003,1174,15,14,8,5,2,8,5,1,0.517241379310345,0.5,0.5,0.666666666666667,0.538461538461538
2003,1399,17,12,10,5,2,9,1,2,0.586206896551724,0.526315789473684,0.833333333333333,0.5,0.7
2003,1463,13,13,4,6,3,9,4,0,0.5,0.307692307692308,0.6,1,0.692307692307692
2003,1128,17,9,10,7,0,7,2,0,0.653846153846154,0.588235294117647,0.777777777777778,NA,0.777777777777778
2003,1168,10,19,6,4,0,10,6,3,0.344827586206897,0.375,0.4,0,0.307692307692308
2003,1193,19,11,7,9,3,4,6,1,0.633333333333333,0.636363636363636,0.6,0.75,0.631578947368421
2003,1206,16,12,10,6,0,8,3,1,0.571428571428571,0.555555555555556,0.666666666666667,0,0.6
2003,1325,14,16,8,5,1,10,4,2,0.466666666666667,0.444444444444444,0.555555555555556,0.333333333333333,0.5
