"Season","TeamID","TotalPossessionTime","PossessionTimePerGame(S)","PossessionTimePerGame(M)"
2010,1334,41062,1324.58064516129,22.0763440860215
2010,1337,34584,1192.55172413793,19.8758620689655
2010,1335,32409,1157.46428571429,19.2910714285714
2010,1336,35029,1129.96774193548,18.8327956989247
2010,1338,40880,1277.5,21.2916666666667
2010,1459,37883,1147.9696969697,19.1328282828283
2010,1136,36880,1229.33333333333,20.4888888888889
2010,1344,37683,1215.58064516129,20.2596774193548
2010,1345,40699,1271.84375,21.1973958333333
2010,1169,38643,1207.59375,20.1265625
2010,1216,36667,1222.23333333333,20.3705555555556
2010,1346,38702,1209.4375,20.1572916666667
2010,1298,33757,1125.23333333333,18.7538888888889
2010,1347,32988,1137.51724137931,18.9586206896552
2010,1349,33759,1125.3,18.755
2010,1170,35176,1256.28571428571,20.9380952380952
2010,1350,40154,1181,19.6833333333333
2010,1250,33372,1042.875,17.38125
2010,1280,43575,1281.61764705882,21.3602941176471
2010,1351,38640,1170.90909090909,19.5151515151515
2010,1461,30383,1047.68965517241,17.4614942528736
2010,1355,29969,1070.32142857143,17.8386904761905
2010,1463,34644,1154.8,19.2466666666667
2010,1357,35339,1218.58620689655,20.3097701149425
2010,1360,38809,1251.90322580645,20.8650537634409
2010,1390,36847,1151.46875,19.1911458333333
2010,1362,30372,1084.71428571429,18.0785714285714
2010,1142,38662,1247.16129032258,20.7860215053763
2010,1365,35336,1177.86666666667,19.6311111111111
2010,1167,34451,1187.96551724138,19.7994252873563
2010,1389,35080,1169.33333333333,19.4888888888889
2010,1371,38719,1249,20.8166666666667
2010,1398,39444,1232.625,20.54375
2010,1373,36125,1094.69696969697,18.2449494949495
2010,1375,35965,1198.83333333333,19.9805555555556
2010,1223,37059,1123,18.7166666666667
2010,1376,37807,1219.58064516129,20.3263440860215
2010,1105,25780,1120.86956521739,18.6811594202899
2010,1378,37620,1175.625,19.59375
2010,1374,33429,1152.72413793103,19.2120689655172
2010,1382,33405,1113.5,18.5583333333333
2010,1156,36691,1183.58064516129,19.7263440860215
2010,1384,36109,1203.63333333333,20.0605555555556
2010,1110,39429,1271.90322580645,21.1983870967742
2010,1385,36526,1141.4375,19.0239583333333
2010,1254,36309,1171.25806451613,19.5209677419355
2010,1180,39681,1240.03125,20.6671875
2010,1386,30151,972.612903225806,16.2102150537634
2010,1388,38307,1276.9,21.2816666666667
2010,1308,36277,1133.65625,18.8942708333333
2010,1392,35728,1190.93333333333,19.8488888888889
2010,1271,36784,1149.5,19.1583333333333
2010,1333,37633,1213.96774193548,20.2327956989247
2010,1394,34045,1173.96551724138,19.566091954023
2010,1377,31607,1170.62962962963,19.5104938271605
2010,1403,41649,1301.53125,21.6921875
2010,1275,38975,1217.96875,20.2994791666667
2010,1406,35368,1140.90322580645,19.0150537634409
2010,1412,38923,1255.58064516129,20.9263440860215
2010,1453,38799,1251.58064516129,20.8596774193548
2010,1416,36658,1182.51612903226,19.7086021505376
2010,1269,32327,1042.8064516129,17.3801075268817
2010,1451,33993,1214.03571428571,20.2339285714286
2010,1429,40871,1238.51515151515,20.6419191919192
2010,1430,30032,1155.07692307692,19.2512820512821
2010,1295,32653,1209.37037037037,20.1561728395062
2010,1431,38877,1214.90625,20.2484375
2010,1411,36225,1168.54838709677,19.4758064516129
2010,1433,42111,1358.41935483871,22.6403225806452
2010,1126,33994,1133.13333333333,18.8855555555556
2010,1437,37221,1200.67741935484,20.0112903225806
2010,1192,36588,1143.375,19.05625
2010,1438,37403,1206.54838709677,20.1091397849462
2010,1255,32221,1193.37037037037,19.8895061728395
2010,1119,35523,1268.67857142857,21.1446428571429
2010,1440,27977,1119.08,18.6513333333333
2010,1331,37218,1163.0625,19.384375
2010,1448,35268,1216.13793103448,20.2689655172414
2010,1460,37603,1175.09375,19.5848958333333
2010,1449,42661,1292.75757575758,21.5459595959596
2010,1450,33874,1129.13333333333,18.8188888888889
2010,1290,36742,1185.22580645161,19.7537634408602
2010,1462,39273,1227.28125,20.4546875
2010,1464,33008,1178.85714285714,19.647619047619
2010,1139,43538,1360.5625,22.6760416666667
2010,1172,34862,1202.13793103448,20.035632183908
2010,1104,39623,1238.21875,20.6369791666667
2010,1165,37159,1281.34482758621,21.3557471264368
2010,1166,40666,1311.8064516129,21.8634408602151
2010,1173,39609,1237.78125,20.6296875
2010,1405,38484,1241.41935483871,20.6903225806452
2010,1183,34074,1174.96551724138,19.5827586206897
2010,1185,35689,1189.63333333333,19.8272222222222
2010,1324,39509,1234.65625,20.5776041666667
2010,1189,36329,1171.90322580645,19.5317204301075
2010,1252,33918,1169.58620689655,19.4931034482759
2010,1190,37227,1128.09090909091,18.8015151515152
2010,1210,40952,1240.9696969697,20.6828282828283
2010,1197,30112,1003.73333333333,16.7288888888889
2010,1211,37899,1222.54838709677,20.3758064516129
2010,1237,40121,1253.78125,20.8963541666667
2010,1179,39415,1194.39393939394,19.9065656565657
2010,1247,34129,1137.63333333333,18.9605555555556
2010,1214,36099,1128.09375,18.8015625
2010,1256,40454,1225.87878787879,20.4313131313131
2010,1410,40343,1222.51515151515,20.3752525252525
2010,1312,34299,1224.96428571429,20.4160714285714
2010,1264,38570,1244.1935483871,20.7365591397849
2010,1274,37873,1183.53125,19.7255208333333
2010,1367,35118,1210.96551724138,20.1827586206897
2010,1304,40135,1216.21212121212,20.270202020202
2010,1305,39324,1268.51612903226,21.141935483871
2010,1286,31358,1161.40740740741,19.3567901234568
2010,1307,40191,1217.90909090909,20.2984848484849
2010,1415,31005,1148.33333333333,19.1388888888889
2010,1323,41013,1206.26470588235,20.1044117647059
2010,1316,34806,1160.2,19.3366666666667
2010,1328,35362,1140.70967741935,19.0118279569892
2010,1291,36320,1171.61290322581,19.5268817204301
2010,1329,39304,1228.25,20.4708333333333
2010,1370,35151,1133.90322580645,18.8983870967742
2010,1332,36703,1146.96875,19.1161458333333
2010,1339,34390,1185.86206896552,19.764367816092
2010,1186,34189,1221.03571428571,20.3505952380952
2010,1343,34603,1281.59259259259,21.3598765432099
2010,1141,36363,1253.89655172414,20.898275862069
2010,1265,35115,1170.5,19.5083333333333
2010,1353,37141,1198.09677419355,19.9682795698925
2010,1356,34726,1197.44827586207,19.9574712643678
2010,1404,30644,1134.96296296296,18.9160493827161
2010,1418,32716,1168.42857142857,19.4738095238095
2010,1379,37971,1309.34482758621,21.8224137931035
2010,1387,43009,1433.63333333333,23.8938888888889
2010,1369,33951,1170.72413793103,19.5120689655172
2010,1174,39072,1260.38709677419,21.0064516129032
2010,1396,43158,1269.35294117647,21.1558823529412
2010,1112,38293,1235.25806451613,20.5876344086021
2010,1319,32145,1236.34615384615,20.6057692307692
2010,1103,44119,1336.93939393939,22.2823232323232
2010,1122,34425,1147.5,19.125
2010,1133,34789,1122.22580645161,18.7037634408602
2010,1444,35496,1109.25,18.4875
2010,1196,39502,1197.0303030303,19.9505050505051
2010,1391,31801,1177.81481481481,19.6302469135802
2010,1203,33363,1112.1,18.535
2010,1217,32402,1200.07407407407,20.0012345679012
2010,1229,39142,1223.1875,20.3864583333333
2010,1152,31884,1138.71428571429,18.9785714285714
2010,1267,39126,1349.1724137931,22.4862068965517
2010,1299,31545,1051.5,17.525
2010,1420,33787,1126.23333333333,18.7705555555556
2010,1292,37985,1266.16666666667,21.1027777777778
2010,1325,40932,1203.88235294118,20.0647058823529
2010,1330,41551,1222.08823529412,20.368137254902
2010,1400,40467,1226.27272727273,20.4378787878788
2010,1414,36827,1227.56666666667,20.4594444444444
2010,1409,39654,1201.63636363636,20.0272727272727
2010,1234,38320,1197.5,19.9583333333333
2010,1427,32184,1192,19.8666666666667
2010,1138,34686,1196.06896551724,19.9344827586207
2010,1439,39280,1267.09677419355,21.1182795698925
2010,1187,31681,1131.46428571429,18.8577380952381
2010,1452,46573,1411.30303030303,23.5217171717172
2010,1455,41438,1255.69696969697,20.9282828282828
2010,1458,40936,1320.51612903226,22.0086021505376
2010,1236,35062,1209.03448275862,20.1505747126437
2010,1402,31836,1179.11111111111,19.6518518518519
2010,1380,32388,1116.8275862069,18.6137931034483
2010,1153,44013,1333.72727272727,22.2287878787879
2010,1341,30194,1161.30769230769,19.3551282051282
2010,1164,29066,1076.51851851852,17.941975308642
2010,1159,34019,1173.06896551724,19.5511494252874
2010,1168,35084,1209.79310344828,20.1632183908046
2010,1417,39220,1225.625,20.4270833333333
2010,1249,32827,1172.39285714286,19.539880952381
2010,1232,37158,1238.6,20.6433333333333
2010,1106,34821,1243.60714285714,20.7267857142857
2010,1283,43682,1365.0625,22.7510416666667
2010,1366,26958,1225.36363636364,20.4227272727273
2010,1194,32652,1166.14285714286,19.4357142857143
2010,1368,31127,1152.85185185185,19.2141975308642
2010,1204,36489,1216.3,20.2716666666667
2010,1361,37687,1215.70967741935,20.2618279569892
2010,1395,34330,1144.33333333333,19.0722222222222
2010,1146,30054,1155.92307692308,19.2653846153846
2010,1399,34969,1165.63333333333,19.4272222222222
2010,1401,38003,1225.90322580645,20.4317204301075
2010,1435,33411,1077.77419354839,17.9629032258064
2010,1443,39751,1169.14705882353,19.4857843137255
2010,1454,38095,1190.46875,19.8411458333333
2010,1140,37695,1142.27272727273,19.0378787878788
2010,1144,31818,1136.35714285714,18.9392857142857
2010,1212,32230,1193.7037037037,19.8950617283951
2010,1154,35708,1190.26666666667,19.8377777777778
2010,1151,35288,1138.32258064516,18.9720430107527
2010,1457,34947,1164.9,19.415
2010,1177,39185,1264.03225806452,21.0672043010753
2010,1162,31876,1138.42857142857,18.9738095238095
2010,1201,37918,1184.9375,19.7489583333333
2010,1202,34110,1218.21428571429,20.3035714285714
2010,1222,41562,1259.45454545455,20.9909090909091
2010,1253,33550,1082.25806451613,18.0376344086022
2010,1257,40436,1263.625,21.0604166666667
2010,1145,39383,1230.71875,20.5119791666667
2010,1281,39864,1245.75,20.7625
2010,1127,37263,1284.93103448276,21.4155172413793
2010,1364,33950,1212.5,20.2083333333333
2010,1318,39102,1221.9375,20.365625
2010,1221,33835,1091.45161290323,18.1908602150538
2010,1397,39097,1184.75757575758,19.7459595959596
2010,1240,34285,1224.46428571429,20.4077380952381
2010,1425,36868,1228.93333333333,20.4822222222222
2010,1132,34497,1189.55172413793,19.8258620689655
2010,1117,34246,1180.89655172414,19.6816091954023
2010,1227,34843,1201.48275862069,20.0247126436782
2010,1191,34275,1181.89655172414,19.698275862069
2010,1175,33027,1270.26923076923,21.1711538461538
2010,1426,31372,1206.61538461538,20.1102564102564
2010,1317,35375,1179.16666666667,19.6527777777778
2010,1348,42406,1325.1875,22.0864583333333
2010,1441,36097,1203.23333333333,20.0538888888889
2010,1424,41246,1288.9375,21.4822916666667
2010,1219,35737,1276.32142857143,21.2720238095238
2010,1358,33451,1194.67857142857,19.9113095238095
2010,1184,37979,1265.96666666667,21.0994444444444
2010,1322,29666,1186.64,19.7773333333333
2010,1407,34455,1188.10344827586,19.801724137931
2010,1306,34848,1201.65517241379,20.0275862068966
2010,1276,35047,1130.54838709677,18.8424731182796
2010,1363,33941,1131.36666666667,18.8561111111111
2010,1199,35113,1132.67741935484,18.8779569892473
2010,1282,33519,1197.10714285714,19.9517857142857
2010,1102,36737,1266.79310344828,21.1132183908046
2010,1372,34685,1196.03448275862,19.933908045977
2010,1244,38858,1253.48387096774,20.8913978494624
2010,1205,28562,1098.53846153846,18.3089743589744
2010,1239,40161,1295.51612903226,21.591935483871
2010,1278,22024,647.764705882353,10.7960784313725
2010,1354,31504,1086.34482758621,18.1057471264368
2011,1228,41474,1296.0625,21.6010416666667
2011,1414,36683,1183.32258064516,19.7220430107527
2011,1370,36044,1162.70967741935,19.3784946236559
2011,1268,35529,1076.63636363636,17.9439393939394
2011,1348,41177,1286.78125,21.4463541666667
2011,1338,39050,1220.3125,20.3385416666667
2011,1298,33855,1128.5,18.8083333333333
2011,1400,41956,1234,20.5666666666667
2011,1405,35239,1136.74193548387,18.9456989247312
2011,1158,43359,1275.26470588235,21.2544117647059
2011,1227,35202,1173.4,19.5566666666667
2011,1256,37476,1208.90322580645,20.1483870967742
2011,1104,45895,1434.21875,23.9036458333333
2011,1197,34823,1243.67857142857,20.7279761904762
2011,1110,39585,1276.93548387097,21.2822580645161
2011,1384,36290,1209.66666666667,20.1611111111111
2011,1111,35043,1208.37931034483,20.1396551724138
2011,1409,37105,1159.53125,19.3255208333333
2011,1374,37215,1329.10714285714,22.1517857142857
2011,1114,41841,1267.90909090909,21.1318181818182
2011,1122,38466,1240.83870967742,20.6806451612903
2011,1387,36635,1221.16666666667,20.3527777777778
2011,1212,38826,1176.54545454545,19.6090909090909
2011,1124,34862,1162.06666666667,19.3677777777778
2011,1130,39672,1239.75,20.6625
2011,1383,35974,1199.13333333333,19.9855555555556
2011,1200,33955,1212.67857142857,20.2113095238095
2011,1135,31795,1177.59259259259,19.6265432098765
2011,1140,39928,1209.93939393939,20.1656565656566
2011,1201,36610,1220.33333333333,20.3388888888889
2011,1168,34180,1139.33333333333,18.9888888888889
2011,1141,38589,1286.3,21.4383333333333
2011,1382,36951,1231.7,20.5283333333333
2011,1145,37996,1266.53333333333,21.1088888888889
2011,1155,41934,1310.4375,21.840625
2011,1441,38271,1195.96875,19.9328125
2011,1136,33572,1157.65517241379,19.2942528735632
2011,1156,40944,1279.5,21.325
2011,1226,32511,1204.11111111111,20.0685185185185
2011,1160,43758,1326,22.1
2011,1163,47358,1353.08571428571,22.5514285714286
2011,1392,38142,1230.38709677419,20.5064516129032
2011,1165,33156,1184.14285714286,19.7357142857143
2011,1107,37976,1186.75,19.7791666666667
2011,1106,42123,1316.34375,21.9390625
2011,1166,45722,1385.51515151515,23.0919191919192
2011,1180,37656,1214.70967741935,20.2451612903226
2011,1259,37592,1253.06666666667,20.8844444444444
2011,1413,34208,1221.71428571429,20.3619047619048
2011,1194,37367,1288.51724137931,21.4752873563218
2011,1196,43913,1330.69696969697,22.1782828282828
2011,1423,38073,1228.16129032258,20.4693548387097
2011,1316,39436,1159.88235294118,19.3313725490196
2011,1199,38935,1255.96774193548,20.9327956989247
2011,1205,37087,1236.23333333333,20.6038888888889
2011,1150,36387,1212.9,20.215
2011,1207,38430,1239.67741935484,20.6612903225806
2011,1330,38432,1164.60606060606,19.410101010101
2011,1290,36692,1146.625,19.1104166666667
2011,1208,41887,1308.96875,21.8161458333333
2011,1149,33999,1214.25,20.2375
2011,1210,38871,1253.90322580645,20.8983870967742
2011,1380,30547,1131.37037037037,18.8561728395062
2011,1211,40190,1255.9375,20.9322916666667
2011,1218,36689,1265.13793103448,21.085632183908
2011,1286,35352,1219.03448275862,20.3172413793103
2011,1222,33757,1205.60714285714,20.0934523809524
2011,1311,28894,1203.91666666667,20.0652777777778
2011,1132,40184,1255.75,20.9291666666667
2011,1224,34121,1137.36666666667,18.9561111111111
2011,1231,36925,1153.90625,19.2317708333333
2011,1195,34391,1146.36666666667,19.1061111111111
2011,1232,39183,1224.46875,20.4078125
2011,1410,33006,1178.78571428571,19.6464285714286
2011,1319,36426,1256.06896551724,20.9344827586207
2011,1235,36889,1152.78125,19.2130208333333
2011,1188,30805,1232.2,20.5366666666667
2011,1236,35254,1215.65517241379,20.2609195402299
2011,1242,43338,1274.64705882353,21.2441176470588
2011,1255,31725,1175,19.5833333333333
2011,1241,38365,1198.90625,19.9817708333333
2011,1243,41417,1336.03225806452,22.2672043010753
2011,1233,41659,1262.39393939394,21.039898989899
2011,1245,42851,1298.51515151515,21.6419191919192
2011,1190,40134,1254.1875,20.903125
2011,1246,45481,1378.21212121212,22.970202020202
2011,1247,37704,1142.54545454545,19.0424242424242
2011,1162,32034,1186.44444444444,19.7740740740741
2011,1313,39043,1220.09375,20.3348958333333
2011,1254,35764,1117.625,18.6270833333333
2011,1260,35488,1144.77419354839,19.0795698924731
2011,1184,35397,1220.58620689655,20.3431034482759
2011,1322,35425,1221.55172413793,20.3591954022988
2011,1261,37831,1182.21875,19.7036458333333
2011,1263,34197,1179.20689655172,19.6534482758621
2011,1430,30514,1173.61538461538,19.5602564102564
2011,1266,43255,1272.20588235294,21.203431372549
2011,1341,34562,1191.79310344828,19.8632183908046
2011,1269,33970,1171.37931034483,19.5229885057471
2011,1351,40112,1215.51515151515,20.2585858585859
2011,1147,33038,1179.92857142857,19.6654761904762
2011,1272,41414,1218.05882352941,20.3009803921569
2011,1239,37263,1284.93103448276,21.4155172413793
2011,1274,43261,1310.93939393939,21.8489898989899
2011,1406,34621,1154.03333333333,19.2338888888889
2011,1275,40069,1292.54838709677,21.5424731182796
2011,1277,39148,1223.375,20.3895833333333
2011,1185,34309,1225.32142857143,20.4220238095238
2011,1279,41318,1252.06060606061,20.8676767676768
2011,1117,35782,1192.73333333333,19.8788888888889
2011,1280,36233,1168.8064516129,19.4801075268817
2011,1398,33065,1180.89285714286,19.6815476190476
2011,1283,41705,1263.78787878788,21.0631313131313
2011,1331,41696,1226.35294117647,20.4392156862745
2011,1288,37946,1224.06451612903,20.4010752688172
2011,1258,36470,1215.66666666667,20.2611111111111
2011,1301,36538,1178.64516129032,19.6440860215054
2011,1399,33896,1168.8275862069,19.4804597701149
2011,1377,32880,1133.79310344828,18.8965517241379
2011,1304,38832,1252.64516129032,20.8774193548387
2011,1308,35922,1158.77419354839,19.3129032258065
2011,1418,32564,1206.07407407407,20.1012345679012
2011,1314,41045,1243.78787878788,20.729797979798
2011,1252,33794,1165.31034482759,19.4218390804598
2011,1318,35196,1135.35483870968,18.9225806451613
2011,1131,39861,1172.38235294118,19.5397058823529
2011,1296,34620,1193.79310344828,19.8965517241379
2011,1321,39010,1258.38709677419,20.9731182795699
2011,1323,39493,1234.15625,20.5692708333333
2011,1204,36170,1247.24137931034,20.7873563218391
2011,1326,38054,1119.23529411765,18.6539215686274
2011,1299,30087,1037.48275862069,17.2913793103448
2011,1328,36547,1178.93548387097,19.6489247311828
2011,1164,31174,1154.59259259259,19.2432098765432
2011,1332,43576,1361.75,22.6958333333333
2011,1295,30617,1133.96296296296,18.8993827160494
2011,1334,33243,1146.31034482759,19.1051724137931
2011,1431,38088,1154.18181818182,19.2363636363636
2011,1336,37948,1149.93939393939,19.1656565656566
2011,1250,34867,1124.74193548387,18.7456989247312
2011,1339,38093,1228.8064516129,20.4801075268817
2011,1454,36650,1145.3125,19.0885416666667
2011,1340,32233,1111.48275862069,18.5247126436782
2011,1337,36159,1129.96875,18.8328125
2011,1353,38675,1208.59375,20.1432291666667
2011,1343,36982,1232.73333333333,20.5455555555556
2011,1350,43905,1291.32352941176,21.5220588235294
2011,1154,35096,1169.86666666667,19.4977777777778
2011,1183,31883,1180.85185185185,19.6808641975309
2011,1355,31664,1091.86206896552,18.1977011494253
2011,1362,36824,1269.79310344828,21.1632183908046
2011,1186,34733,1240.46428571429,20.6744047619048
2011,1363,38138,1230.25806451613,20.5043010752688
2011,1176,37794,1259.8,20.9966666666667
2011,1364,37035,1277.06896551724,21.2844827586207
2011,1365,42328,1365.41935483871,22.7569892473118
2011,1167,34590,1235.35714285714,20.5892857142857
2011,1189,32565,1163.03571428571,19.3839285714286
2011,1376,37952,1265.06666666667,21.0844444444444
2011,1378,40867,1238.39393939394,20.639898989899
2011,1379,35412,1221.10344827586,20.351724137931
2011,1391,35891,1196.36666666667,19.9394444444444
2011,1448,34571,1080.34375,18.0057291666667
2011,1393,38401,1163.66666666667,19.3944444444444
2011,1320,39217,1265.06451612903,21.0844086021505
2011,1238,38162,1272.06666666667,21.2011111111111
2011,1395,39247,1189.30303030303,19.8217171717172
2011,1396,40986,1280.8125,21.346875
2011,1371,36916,1190.83870967742,19.847311827957
2011,1397,40123,1215.84848484848,20.2641414141414
2011,1151,32888,1096.26666666667,18.2711111111111
2011,1401,36486,1176.96774193548,19.6161290322581
2011,1108,28419,1014.96428571429,16.9160714285714
2011,1403,38301,1196.90625,19.9484375
2011,1419,35869,1236.86206896552,20.614367816092
2011,1271,35391,1220.37931034483,20.3396551724138
2011,1408,31283,1158.62962962963,19.3104938271605
2011,1169,36851,1228.36666666667,20.4727777777778
2011,1417,43491,1359.09375,22.6515625
2011,1120,36727,1224.23333333333,20.4038888888889
2011,1421,35026,1207.79310344828,20.1298850574713
2011,1415,34214,1179.79310344828,19.6632183908046
2011,1424,39416,1231.75,20.5291666666667
2011,1422,37649,1214.48387096774,20.2413978494624
2011,1433,47978,1411.11764705882,23.5186274509804
2011,1435,36721,1112.75757575758,18.5459595959596
2011,1342,36543,1178.8064516129,19.6467741935484
2011,1137,39816,1206.54545454545,20.1090909090909
2011,1437,38957,1217.40625,20.2901041666667
2011,1456,35557,1147,19.1166666666667
2011,1438,36731,1184.87096774194,19.7478494623656
2011,1144,37548,1251.6,20.86
2011,1439,38937,1216.78125,20.2796875
2011,1386,40787,1235.9696969697,20.599494949495
2011,1443,36686,1146.4375,19.1072916666667
2011,1447,38706,1290.2,21.5033333333333
2011,1248,38427,1239.58064516129,20.6596774193548
2011,1324,39715,1203.48484848485,20.0580808080808
2011,1452,39183,1263.96774193548,21.0661290322581
2011,1462,37107,1197,19.95
2011,1444,39209,1264.8064516129,21.0801075268817
2011,1464,33464,1195.14285714286,19.9190476190476
2011,1359,32373,1116.31034482759,18.6051724137931
2011,1127,39420,1271.61290322581,21.1935483870968
2011,1159,36883,1229.43333333333,20.4905555555556
2011,1138,41644,1388.13333333333,23.1355555555556
2011,1216,39268,1266.70967741935,21.1118279569892
2011,1148,38024,1226.58064516129,20.4430107526882
2011,1354,31815,1136.25,18.9375
2011,1221,33307,1148.51724137931,19.1419540229885
2011,1115,38196,1232.12903225806,20.5354838709677
2011,1161,36486,1216.2,20.27
2011,1173,41591,1188.31428571429,19.8052380952381
2011,1291,38500,1203.125,20.0520833333333
2011,1179,38143,1230.41935483871,20.5069892473118
2011,1411,36901,1190.35483870968,19.839247311828
2011,1357,35479,1223.41379310345,20.3902298850575
2011,1193,39217,1265.06451612903,21.0844086021505
2011,1206,39556,1236.125,20.6020833333333
2011,1217,33000,1222.22222222222,20.3703703703704
2011,1356,39416,1231.75,20.5291666666667
2011,1264,37385,1205.96774193548,20.0994623655914
2011,1312,32173,1237.42307692308,20.6237179487179
2011,1367,36149,1204.96666666667,20.0827777777778
2011,1276,39949,1248.40625,20.8067708333333
2011,1285,36558,1260.62068965517,21.0103448275862
2011,1305,37752,1217.8064516129,20.2967741935484
2011,1178,38425,1200.78125,20.0130208333333
2011,1307,40994,1281.0625,21.3510416666667
2011,1174,38070,1228.06451612903,20.4677419354839
2011,1325,40651,1231.84848484848,20.5308080808081
2011,1329,41599,1299.96875,21.6661458333333
2011,1223,33396,1151.58620689655,19.1931034482759
2011,1172,38190,1273,21.2166666666667
