"Season","TeamID","Sum_Score","Sum_FGM","Sum_FGA","Sum_FGM3","Sum_FGA3","Sum_FTM","Sum_FTA","Sum_OR","Sum_DR","Sum_Ast","Sum_TO","Sum_Stl","Sum_Blk","Sum_PF","OffRtg","Opp_Sum_Score","Opp_Sum_FGM","Opp_Sum_FGA","Opp_Sum_FGM3","Opp_Sum_FGA3","Opp_Sum_FTM","Opp_Sum_FTA","Opp_Sum_OR","Opp_Sum_DR","Opp_Sum_Ast","Opp_Sum_TO","Opp_Sum_Stl","Opp_Sum_Blk","Opp_Sum_PF","DefRtg","NetRtg","ORper","DRper"
2003,1125,2029,714,1533,229,623,372,530,295,662,473,474,254,48,514,104.308040304339,1980,694,1586,186,549,406,557,314,614,415,424,256,112,494,102.00506934284,2.30297096149881,0.324532453245325,0.67827868852459
2003,1156,1969,687,1540,177,477,418,634,313,630,406,517,212,133,584,97.3326215051212,2196,792,1710,193,490,419,616,385,660,460,434,251,85,600,108.175208370278,-10.8425868651572,0.321685508735868,0.620689655172414
2003,1183,2162,771,1733,189,499,431,564,339,640,452,363,179,57,550,107.821819705161,2197,797,1677,199,538,404,603,347,688,486,410,176,91,525,109.558574192648,-1.73675448748686,0.330087633885102,0.648429584599797
2003,1314,2277,809,1890,259,746,400,604,380,738,490,480,261,150,552,100.941589530801,2267,831,1920,209,611,396,573,432,807,447,527,266,147,580,99.9947069409647,0.946882589836392,0.320134793597304,0.630769230769231
2003,1353,1894,674,1706,186,559,360,548,389,626,350,382,258,147,587,97.6228274539719,1932,645,1497,164,458,478,672,339,743,367,488,157,113,527,99.5014626509003,-1.87863519692834,0.343639575971731,0.648704663212435
2003,1390,2240,795,1799,215,601,435,644,426,779,454,444,171,104,574,106.648384086538,2076,731,1793,178,587,436,619,353,669,358,405,208,71,621,98.0466240979333,8.60175998860426,0.389041095890411,0.688162544169611
2003,1426,1691,629,1432,68,263,365,541,341,642,369,419,165,80,447,96.7369167753598,1690,627,1484,158,483,278,421,292,556,300,375,207,88,508,96.4479751632197,0.288941612140178,0.38015607580825,0.687366167023555
2003,1462,2347,804,1776,193,533,546,731,418,765,492,391,164,91,473,113.346598153228,1979,756,1849,187,586,280,422,368,640,368,420,197,84,605,94.8396495869036,18.5069485663244,0.395085066162571,0.675198587819947
2003,1196,2353,835,1752,269,686,414,587,335,752,509,415,241,127,524,112.568651089806,2005,751,1775,180,550,323,496,371,674,450,467,201,106,540,95.9679117765312,16.6007393132749,0.33201189296333,0.669634906500445
2003,1242,2440,907,1869,144,424,482,724,429,807,502,447,304,147,501,110.629499990932,1991,738,1816,199,550,316,458,346,675,357,519,205,132,600,90.891660427661,19.737839563271,0.388586956521739,0.699913269731136
2003,1422,1959,729,1655,177,500,324,450,322,637,386,454,195,101,559,98.6901763224181,2122,768,1673,179,496,407,611,375,674,394,425,232,99,456,106.534661418588,-7.84448509616969,0.323293172690763,0.629446640316206
2003,1304,1839,665,1668,133,485,376,581,354,755,325,417,182,93,532,92.5683566222365,1990,700,1723,184,614,406,577,366,776,401,388,189,143,551,99.5557512206836,-6.98739459844703,0.313274336283186,0.673505798394291
2003,1113,2203,789,1650,116,365,509,760,397,676,451,406,151,123,563,110.514698505067,2006,719,1614,158,461,410,595,319,596,408,450,174,114,663,99.9601355391668,10.5545629658999,0.399798590130916,0.679396984924623
2003,1116,1726,611,1556,170,548,334,548,407,656,275,467,181,99,586,92.9396054105281,1863,618,1475,160,482,467,686,289,622,324,372,209,109,508,100.169907088782,-7.2303016782537,0.3955296404276,0.694179894179894
2003,1117,1849,616,1422,206,555,411,557,285,530,310,345,186,43,557,107.059313986613,1815,591,1310,161,441,472,675,305,608,300,407,151,71,512,106.202457577531,0.856856409082525,0.319148936170213,0.634730538922156
2003,1120,2103,771,1641,169,490,392,592,358,677,402,477,241,149,491,104.084178017105,1967,714,1699,207,621,332,496,367,618,380,474,235,80,574,97.1722720626013,6.91190595450357,0.366803278688525,0.648467432950192
2003,1122,1882,636,1406,162,464,448,648,287,654,362,411,190,126,504,103.684604874609,1828,656,1533,170,474,346,504,315,608,360,378,184,88,547,100.563330692721,3.12127418188815,0.320670391061453,0.674922600619195
2003,1123,2199,778,1814,161,500,482,664,395,652,315,385,156,66,686,104.906114037096,2281,763,1618,158,465,597,833,327,749,441,436,169,62,634,108.955252397875,-4.04913836077894,0.34527972027972,0.665985699693565
2003,1133,2097,717,1643,185,515,478,679,319,674,364,411,216,49,590,103.109511446778,2099,737,1613,215,590,410,579,289,720,438,460,178,102,612,102.954737193196,0.154774253582517,0.307025986525505,0.699896157840083
2003,1139,1989,698,1469,246,634,347,480,227,591,376,302,184,54,466,113.320419325433,1767,668,1497,142,411,289,435,303,586,279,348,138,83,488,101.938386985116,11.382032340317,0.279212792127921,0.661073825503356
2003,1140,2246,745,1589,192,500,564,749,337,757,416,426,215,78,664,111.877104544821,1974,650,1589,155,503,519,728,323,626,334,449,170,69,663,96.9872059430458,14.8898986017748,0.349948078920042,0.700925925925926
2003,1141,2301,772,1528,198,520,559,730,307,675,453,529,206,116,608,111.095017381228,2124,764,1680,144,403,452,637,355,548,342,466,245,72,629,102.54528600672,8.54973137450781,0.35906432748538,0.655339805825243
2003,1148,1891,684,1479,150,399,373,499,322,613,321,433,162,46,435,104.500541568116,1879,724,1545,180,525,251,364,274,537,366,369,179,65,496,104.379610701271,0.120930866845001,0.374854481955763,0.691093573844419
2003,1150,1985,691,1744,231,694,372,587,425,675,421,398,246,59,532,100.492082135191,2027,722,1628,228,589,355,501,322,748,396,450,152,98,548,102.558134828277,-2.06605269308615,0.36231884057971,0.67703109327984
2003,1151,2235,770,1608,209,567,486,640,353,646,453,461,200,89,520,111.884261113336,2117,769,1666,222,614,357,490,324,576,464,437,225,87,581,106.136568735586,5.74769237774993,0.379978471474704,0.665979381443299
2003,1157,1749,621,1429,153,415,354,483,347,575,318,438,162,41,551,100.951215570383,1817,621,1382,127,388,448,639,292,527,290,368,242,90,475,104.475723912693,-3.52450834231045,0.397025171624714,0.66320645905421
2003,1158,2127,734,1683,263,673,396,578,316,694,419,408,213,127,549,104.81343504228,1991,701,1681,164,520,425,611,374,750,392,450,198,96,575,98.2802195632429,6.53321547903727,0.296435272045028,0.649812734082397
2003,1160,2341,843,1901,154,473,501,742,449,867,415,434,190,206,549,105.808866068846,2172,787,1964,209,613,389,573,419,719,413,389,188,104,617,99.3541068193878,6.45475924945804,0.384417808219178,0.674183514774495
2003,1165,1558,555,1306,162,483,286,449,242,576,336,402,190,55,477,93.6545721224362,1765,625,1402,210,573,305,466,299,600,411,373,191,80,439,104.994527197449,-11.339955075013,0.287410926365796,0.658285714285714
2003,1179,1785,609,1356,153,444,414,566,231,627,358,403,109,45,481,100.447935893396,1946,706,1497,171,466,363,491,242,603,364,318,179,83,530,108.773420381881,-8.32548448848502,0.276978417266187,0.721518987341772
2003,1187,1575,568,1404,106,394,333,482,321,619,298,320,119,91,433,97.51838918196,1648,591,1427,160,476,306,414,273,606,302,286,130,70,476,101.592937811313,-4.07454862935327,0.346278317152104,0.693946188340807
2003,1191,1960,670,1386,164,419,456,625,246,646,441,446,151,95,557,105.319720580333,2063,702,1559,228,586,431,602,312,567,415,346,214,64,591,111.040540831485,-5.72082025115219,0.302583025830258,0.674321503131524
2003,1200,1810,648,1572,192,575,322,521,321,626,339,489,208,92,591,91.9136316548516,2188,739,1665,205,544,505,705,400,706,432,397,254,94,538,110.942095122199,-19.0284634673469,0.312560856864654,0.610136452241715
2003,1207,2213,766,1782,136,415,545,743,407,740,450,462,275,183,644,102.268106029798,2024,683,1668,152,500,506,743,372,717,360,524,244,134,607,94.2745887131332,7.99351731666455,0.362099644128114,0.665467625899281
2003,1211,2389,808,1719,222,591,551,764,370,785,488,451,211,109,578,111.83619204554,2114,741,1744,231,621,401,581,313,651,426,461,214,65,644,98.4336294723511,13.4025625731886,0.362389813907933,0.714936247723133
2003,1217,1836,661,1546,202,546,312,460,336,645,401,440,194,62,530,99.1146620600302,1892,640,1468,198,538,414,599,287,646,367,424,240,85,458,101.254441923192,-2.13977986316196,0.342158859470468,0.69206008583691
2003,1218,2025,723,1592,153,438,426,620,333,652,471,427,197,90,518,103.379620175618,1936,723,1624,132,395,358,510,314,624,330,424,195,70,574,98.8562091503268,4.52341102529093,0.347962382445141,0.674948240165631
2003,1219,1850,674,1519,146,438,356,549,323,580,321,437,200,54,493,98.6898258791396,2022,735,1504,172,474,380,557,281,626,382,391,250,89,504,108.763474406696,-10.0736485275561,0.340358271865121,0.673635307781649
2003,1232,1749,644,1636,150,434,311,454,308,646,381,413,202,86,570,90.1193346936252,2038,745,1613,167,456,381,549,333,772,431,418,180,82,498,105.075377920766,-14.9560432271404,0.285185185185185,0.659856996935649
2003,1241,1929,695,1620,182,550,357,532,332,668,370,435,171,148,579,98.5652093935864,1996,697,1654,167,494,435,635,367,682,361,398,180,92,534,101.608633679495,-3.04342428590863,0.32741617357002,0.645410628019324
2003,1247,1981,655,1650,183,551,488,668,378,655,331,416,184,60,612,99.9535803665133,2071,700,1655,215,666,456,658,395,691,432,421,192,124,589,105.099161642612,-5.14558127609882,0.353601496725912,0.623809523809524
2003,1250,1660,581,1356,137,391,361,495,265,626,312,366,184,79,490,99.1163123955099,1659,584,1385,154,450,337,501,279,597,322,347,183,69,495,99.137106797973,-0.0207944024631246,0.307424593967517,0.69171270718232
2003,1258,2111,728,1702,121,395,534,753,359,654,431,482,235,123,669,97.8982711285894,2209,744,1647,168,477,553,802,387,727,414,512,231,115,633,103.958811791725,-6.06054066313526,0.330570902394107,0.628242074927954
2003,1261,2270,831,1707,209,545,399,616,329,760,508,430,248,129,507,109.185008465446,1950,709,1740,195,561,337,505,351,664,352,482,229,77,572,93.158799923562,16.0262085418836,0.331319234642497,0.684068406840684
2003,1265,2069,701,1714,225,610,442,568,318,688,402,390,199,103,488,101.624818263979,2150,789,1733,189,525,383,563,352,765,463,418,243,115,540,105.04612257661,-3.42130431263145,0.293628808864266,0.661538461538462
2003,1267,2014,697,1488,176,486,444,574,235,663,386,403,169,103,542,105.524583979545,2017,715,1620,161,501,426,603,344,629,378,380,198,73,536,104.979909645452,0.544674334092704,0.271990740740741,0.658391261171797
2003,1277,2084,714,1584,152,415,504,686,331,752,422,451,198,115,621,103.896621864157,1890,625,1560,179,529,461,643,289,627,346,443,199,102,628,94.6457544618713,9.25086740228538,0.345511482254697,0.7223823246878
2003,1281,2225,811,1835,232,650,371,563,418,803,426,422,177,134,523,106.626667689005,2061,748,1858,180,564,385,572,408,721,401,409,214,96,562,97.6462561828416,8.98041150616321,0.366988586479368,0.663088356729975
2003,1298,1555,542,1316,150,455,321,490,277,564,321,448,183,66,517,91.3309056736756,1720,595,1317,165,440,365,535,261,595,370,397,216,75,499,101.871594408908,-10.5406887352323,0.317660550458716,0.683636363636364
2003,1301,2172,730,1600,239,675,473,614,292,661,440,426,233,92,560,108.374580871787,2040,703,1594,172,510,462,636,316,643,377,439,223,85,580,102.161415035756,6.2131658360302,0.312299465240642,0.676560900716479
2003,1308,2047,720,1609,163,470,444,602,345,660,349,376,185,113,458,107.460837428079,1890,690,1619,162,462,348,490,355,630,314,433,171,83,556,98.8183624385653,8.64247498951416,0.353846153846154,0.650246305418719
2003,1317,1795,633,1505,149,449,380,535,313,621,333,450,162,97,575,95.6109513156493,2064,678,1550,178,538,530,750,366,649,350,353,225,100,489,110.551687198715,-14.9407358830652,0.325363825363825,0.629179331306991
2003,1320,1759,619,1383,210,558,311,458,219,617,376,358,134,47,446,102.058577794281,1855,676,1518,179,488,324,449,293,620,363,314,176,88,465,106.820380522412,-4.76180272813065,0.261025029797378,0.678021978021978
2003,1321,1816,624,1455,199,631,369,529,277,585,429,373,200,81,513,101.807418038301,1905,679,1516,175,513,372,566,363,648,399,389,206,87,534,106.36278363409,-4.55536559578859,0.299459459459459,0.617088607594937
2003,1328,2135,758,1696,224,569,395,558,364,749,425,354,208,113,558,110.53470841617,1805,648,1601,133,407,376,559,312,672,314,411,155,80,526,92.7562745380172,17.7784338781524,0.351351351351351,0.705937794533459
2003,1329,1993,715,1607,141,376,422,648,359,698,355,425,255,162,584,101.781300431026,1804,631,1619,148,447,394,600,409,650,319,486,195,104,552,92.0408163265306,9.74048410449507,0.35579781962339,0.630532971996387
2003,1340,1426,487,1233,117,357,335,499,250,559,249,451,128,67,505,86.2381770241177,1652,565,1275,120,351,402,537,219,577,339,362,189,86,502,99.862175689726,-13.6239986656084,0.30229746070133,0.718508997429306
2003,1343,1696,602,1298,200,585,292,425,217,528,379,307,189,44,466,107.68253968254,1621,550,1223,161,406,360,488,222,551,324,345,147,53,463,103.862319954893,3.82021972764707,0.282552083333333,0.704
2003,1345,2009,665,1523,143,434,536,714,291,657,343,387,201,82,555,103.923110347824,1827,633,1526,150,469,411,568,298,657,363,459,152,107,610,94.3250108419553,9.59809950586903,0.306962025316456,0.687958115183246
2003,1348,2049,710,1779,157,514,472,706,446,667,384,398,239,70,588,100.360494504418,2037,707,1640,191,594,432,625,344,735,397,479,195,125,606,99.3658536585366,0.994640845881449,0.377646062658764,0.659742828882295
2003,1349,1967,682,1480,169,436,434,582,291,635,413,446,218,87,553,104.014637138566,1902,658,1516,156,409,430,595,326,589,385,435,189,95,513,100.805596777613,3.20904036095345,0.330681818181818,0.660770031217482
2003,1350,1840,641,1539,186,545,372,530,312,624,365,343,185,111,511,102.040816326531,1744,597,1480,178,531,372,532,336,664,303,428,132,62,513,96.5627214741318,5.4780948523988,0.319672131147541,0.65
2003,1352,1844,657,1402,187,498,343,478,247,547,302,352,140,55,479,107.376610066848,1942,711,1498,194,532,326,457,309,566,369,332,136,73,457,112.770602991731,-5.3939929248826,0.303813038130381,0.639018691588785
2003,1365,1734,605,1446,163,467,361,531,319,650,323,409,149,50,521,97.9860310571642,1855,625,1457,201,574,404,558,265,623,397,330,177,97,518,104.9493075043,-6.96327644713564,0.33864118895966,0.710382513661202
2003,1373,2182,731,1689,175,490,545,756,424,724,410,464,206,95,603,105.838070662191,2051,671,1630,194,607,515,681,309,650,389,425,219,131,631,100.262020687902,5.57604997428919,0.394785847299814,0.700871248789932
2003,1375,1829,647,1491,199,556,336,485,280,515,324,332,217,28,481,104.133454793897,1857,678,1400,163,411,338,498,294,654,400,431,165,88,459,105.744482153839,-1.61102735994255,0.299785867237687,0.636588380716934
2003,1379,1939,675,1641,117,411,472,687,375,720,381,447,184,99,550,96.2149180262792,2033,753,1685,165,494,362,558,337,712,362,426,251,96,578,100.667485343052,-4.45256731677259,0.344986200551978,0.681173131504257
2003,1382,2146,753,1773,271,729,369,486,347,584,417,335,220,63,539,108.667031253165,2109,735,1569,212,561,427,595,336,730,430,461,136,111,493,107.83311177012,0.833919483045179,0.322191272051996,0.634782608695652
2003,1384,1912,681,1565,172,479,378,557,280,622,377,435,210,65,496,97.2988377063529,1955,741,1588,142,452,331,486,305,698,417,461,229,102,533,99.8549421811793,-2.55610447482633,0.286298568507157,0.670981661272923
2003,1394,1952,691,1544,105,333,465,634,324,603,343,443,200,57,503,100.517003439824,2074,765,1576,169,474,375,553,315,617,441,445,229,77,574,106.396076580551,-5.87907314072747,0.344314558979809,0.656862745098039
2003,1395,2146,726,1707,198,613,496,728,367,706,403,432,194,59,588,102.565573143687,2252,824,1738,181,545,423,634,345,743,506,411,200,141,574,108.11537427507,-5.54980113138271,0.330630630630631,0.67174119885823
2003,1397,1920,672,1472,175,471,401,551,311,685,441,422,166,92,494,105.180120957139,1852,652,1541,184,540,364,501,285,565,406,360,187,77,510,100.847291498769,4.33282945836974,0.355022831050228,0.706185567010309
2003,1403,2206,853,1826,101,314,399,604,351,687,490,330,258,75,496,106.530935501941,2016,742,1695,196,563,336,485,351,736,400,507,156,95,563,97.6554931214881,8.87544238045322,0.322907083716651,0.661849710982659
2003,1404,1780,644,1410,180,542,312,461,247,521,377,369,203,65,490,102.603121901732,1892,684,1407,156,464,368,551,305,611,386,400,191,74,428,108.458875054459,-5.85575315272715,0.287878787878788,0.630750605326877
2003,1412,2310,850,1918,192,592,418,622,376,662,447,436,354,81,635,102.590066083991,2176,730,1645,186,565,530,771,389,817,420,648,204,119,554,97.0025498832047,5.58751620078596,0.315171835708298,0.629876308277831
2003,1425,2295,829,1989,186,575,451,645,466,693,411,446,275,105,655,101.873224431818,2296,802,1769,196,579,496,708,377,767,466,547,186,100,586,102.02086628868,-0.147641856861782,0.3779399837794,0.647663551401869
2003,1427,1720,559,1394,178,534,424,598,252,627,313,428,131,59,527,93.8291001134678,1873,668,1513,126,387,411,617,314,670,336,363,207,88,548,102.155463926522,-8.32636381305448,0.273318872017354,0.666312433581297
2003,1428,2002,695,1522,215,563,397,564,304,696,396,381,140,113,603,108.382598150675,1800,606,1463,137,429,451,656,303,625,305,377,181,71,588,98.5955610087422,9.7870371419324,0.327233584499462,0.696696696696697
2003,1435,1998,717,1640,181,551,383,551,304,658,413,465,226,114,558,97.7762987902752,2091,756,1684,176,487,403,574,347,693,382,460,257,115,522,102.021897382853,-4.24559859257769,0.304914744232698,0.654726368159204
2003,1436,1966,720,1620,153,449,373,567,376,746,412,408,199,86,461,103.393146391232,1831,660,1597,205,622,306,457,278,634,385,377,206,106,520,96.5167520610623,6.87639433016983,0.372277227722772,0.728515625
2003,1437,2166,745,1772,200,573,476,668,441,711,392,481,225,102,627,102.852909892114,2103,700,1632,218,581,485,702,342,687,417,509,220,111,630,99.7684877697023,3.0844221224114,0.390957446808511,0.675213675213675
2003,1438,2128,763,1709,217,580,385,585,385,711,412,471,165,122,584,103.683492496589,2169,771,1759,189,573,438,623,368,650,400,374,236,118,568,106.369414257131,-2.68592176054118,0.371980676328502,0.658943466172382
2003,1451,2152,714,1533,177,528,547,745,300,660,414,361,196,19,547,111.978353626808,1948,717,1568,175,507,339,492,293,630,375,452,152,89,642,100.232572498817,11.7457811279916,0.32258064516129,0.692549842602308
2003,1452,1937,710,1577,203,593,314,489,251,625,436,384,187,105,460,100.615013817033,2017,754,1686,158,483,351,508,390,716,422,416,184,82,489,104.209721418534,-3.59470760150012,0.259565667011375,0.61576354679803
2003,1112,2386,849,1840,197,562,491,700,425,774,494,414,237,118,497,111.651848385587,1967,738,1811,177,559,314,496,367,652,433,472,167,67,618,92.1639553189894,19.4878930665978,0.394614670380687,0.678352322524102
2003,1124,1932,661,1624,254,743,356,491,328,649,398,372,233,83,441,102.545593511815,1915,743,1648,152,468,277,424,340,713,387,411,156,86,466,100.495392430572,2.05020108124344,0.315081652257445,0.656218402426694
2003,1127,1797,649,1544,207,592,292,432,316,654,343,407,174,175,493,98.4614373068578,1787,629,1552,145,428,384,537,350,654,303,376,164,81,464,98.4963732169235,-0.0349359100657125,0.325773195876289,0.651394422310757
2003,1131,2043,709,1647,197,580,428,576,330,732,407,401,171,104,605,103.629834029948,1898,639,1575,151,494,469,700,317,687,360,396,204,94,530,96.7380224260958,6.89181160385182,0.324483775811209,0.697807435653003
2003,1143,2160,793,1703,186,494,388,566,326,707,464,411,190,81,496,106.036209401877,2023,736,1705,206,622,345,506,324,667,465,433,172,73,554,99.33026946343,6.70593993844726,0.328298086606244,0.685741998060136
2003,1145,1967,739,1684,166,483,323,458,322,707,438,401,228,95,542,100.126239488526,1992,692,1671,194,559,414,598,370,696,381,400,201,101,461,101.419465205792,-1.29322571726544,0.316306483300589,0.656453110492108
2003,1153,1885,641,1587,187,546,416,603,340,655,344,297,145,119,531,104.182786903367,1722,595,1487,166,480,366,552,311,676,329,390,116,85,560,95.1970279952236,8.98575890814344,0.334645669291339,0.678053830227743
2003,1163,2401,886,1866,182,471,447,663,443,837,469,474,178,232,552,109.698819401294,2142,746,1961,193,604,457,630,460,645,408,401,234,124,578,98.2929515418502,11.4058678594437,0.407169117647059,0.645335389360062
2003,1177,1877,654,1487,124,373,445,612,345,689,360,407,161,59,509,103.229425611017,1798,618,1489,176,545,386,546,275,574,382,362,185,100,554,98.9957274369026,4.23369817411437,0.375408052230686,0.714730290456432
2003,1178,2058,771,1603,131,378,385,547,316,647,388,347,186,74,556,109.778735570871,1885,631,1495,201,551,422,583,295,597,337,407,133,83,540,101.152657336653,8.62607823421754,0.346111719605696,0.686836518046709
2003,1181,2459,821,1810,220,618,597,842,413,693,415,421,255,154,638,112.361090802749,2112,752,1715,148,434,460,659,366,679,370,535,193,123,696,97.1499015621263,15.2111892406227,0.378205128205128,0.654390934844193
2003,1185,1998,695,1508,125,410,483,750,329,632,383,395,157,82,566,104.936974789916,2074,769,1605,141,420,395,582,329,645,370,373,204,92,619,108.866819241187,-3.92984445127077,0.337782340862423,0.657648283038502
2003,1198,1677,596,1462,104,338,381,624,384,584,266,444,217,57,538,93.3450594469431,1819,611,1369,205,542,392,565,272,619,359,444,175,77,551,101.642825212338,-8.2977657653949,0.382851445663011,0.682242990654206
2003,1208,2138,770,1659,181,476,417,584,346,664,484,312,206,118,464,113.604965036451,1976,716,1647,183,541,361,515,349,641,391,363,163,85,510,104.683195592287,8.92176944416485,0.350557244174265,0.655478775913129
2003,1209,2050,746,1646,171,511,387,545,322,621,372,407,213,138,480,104.018672620256,2057,752,1655,184,546,369,539,355,640,409,423,236,83,498,104.940413027508,-0.921740407252244,0.334719334719335,0.636270491803279
2003,1210,2074,757,1695,159,458,401,592,393,693,436,425,226,150,520,104.353251353473,1949,704,1664,191,531,350,514,343,646,427,426,217,122,544,98.7755681242271,5.57768322924561,0.378248315688162,0.668918918918919
2003,1225,1671,596,1450,146,442,333,474,320,615,325,372,160,81,450,97.6873070807221,1716,621,1470,145,494,329,466,305,608,347,339,178,97,471,100.40724617329,-2.71993909256817,0.344827586206897,0.668478260869565
2003,1226,1906,698,1575,148,437,362,562,304,609,385,404,217,92,537,99.1530890400982,1922,651,1490,175,496,445,626,321,661,382,451,183,77,520,101.401257755455,-2.24816871535698,0.315025906735751,0.654838709677419
2003,1233,2174,758,1645,166,453,492,687,323,702,477,445,238,126,591,105.060697440656,2073,689,1641,167,502,528,728,352,672,370,455,215,80,626,100.420477445357,4.64021999529837,0.324623115577889,0.666034155597723
2003,1240,2175,768,1697,225,601,414,611,362,618,441,430,277,76,615,106.940565629548,2087,718,1566,168,472,483,673,330,677,326,488,205,97,502,103.310694414193,3.62987121535481,0.348411934552454,0.651898734177215
2003,1257,2455,839,1825,253,702,524,753,396,753,498,401,216,142,680,113.587992523088,2054,676,1679,153,502,549,791,386,708,358,522,173,73,678,94.9589466676529,18.6290458554348,0.358695652173913,0.661106233538191
2003,1259,1653,543,1377,150,472,417,608,280,618,267,489,155,74,512,89.1816651560274,2017,729,1598,179,524,380,526,327,648,392,349,257,104,538,108.942228751674,-19.7605635956469,0.301724137931034,0.653968253968254
2003,1273,2186,768,1629,188,497,462,666,391,728,459,465,185,119,481,109.516843349833,2042,758,1795,205,593,321,452,372,573,400,380,236,104,594,102.004116130837,7.51272721899566,0.405601659751037,0.661818181818182
2003,1274,1956,692,1627,171,513,401,559,370,648,393,463,272,119,559,99.4933772813282,1924,664,1523,183,503,413,597,318,653,348,497,240,113,516,97.9294338009243,1.56394348040388,0.361681329423265,0.670807453416149
2003,1319,1864,671,1475,212,548,310,484,272,648,389,431,132,77,515,100.922597132585,1874,658,1505,183,500,375,551,290,623,339,393,207,76,519,101.273210695835,-0.35061356324907,0.30391061452514,0.690831556503198
2003,1335,1895,648,1391,243,590,356,507,252,653,401,351,194,58,480,110.619469026549,1604,559,1390,171,500,315,464,253,579,323,389,180,61,510,92.7081888380265,17.9112801885221,0.303249097472924,0.72075055187638
2003,1338,2238,806,1605,191,533,435,684,339,761,533,453,242,123,539,110.794273153924,1765,614,1601,157,523,380,552,309,592,333,485,184,98,601,87.3814285997188,23.4128445542051,0.364124597207304,0.711214953271028
2003,1341,2042,714,1630,144,457,470,673,312,770,344,425,192,44,570,100.141237396524,2073,736,1770,217,652,384,591,377,714,421,408,162,85,536,100.580289562551,-0.439052166026954,0.304093567251462,0.671316477768091
2003,1344,2090,721,1670,192,566,456,580,352,656,430,415,253,166,504,105.120209234483,1982,711,1676,162,507,398,579,390,640,391,448,248,84,519,99.6600897041372,5.46011953034623,0.354838709677419,0.627151051625239
2003,1351,1875,667,1596,194,643,347,473,307,639,370,375,203,97,504,100.153836292545,1920,660,1554,184,537,416,559,338,686,447,406,184,70,458,102.785926893509,-2.63209060096415,0.309164149043303,0.654042988741044
