"","Season","teamID","mean_pts_against","sd_pts_against"
"143",2006,1106,70.5666666666667,11.2485503535998
"144",2007,1106,66.551724137931,12.1378575624736
"145",2008,1106,65.4444444444444,13.5656050740703
"146",2009,1106,63.5862068965517,10.9300282360742
"147",2010,1106,66.4285714285714,13.5001469715692
"148",2011,1106,64.4375,10.7641504766457
"149",2012,1106,63.551724137931,8.33917693307812
"150",2013,1106,70.3548387096774,11.3740886436285
"151",2014,1106,70.6071428571429,11.5320464462339
"152",2015,1106,66.962962962963,14.1434450201158
"153",2016,1106,73.7931034482759,11.6201159028669
"154",2017,1106,74.5666666666667,9.21648947055871
"155",2000,1107,68.04,12.0467146282019
"156",2001,1107,77.92,12.7243860362691
"157",2002,1107,65.0357142857143,13.0709804184892
"158",2003,1107,75.7142857142857,13.6811769659852
"159",2004,1107,65.75,11.2402220882237
"160",2005,1107,64.6785714285714,10.4882776590806
"161",2006,1107,64.2903225806452,9.60622557992852
"162",2007,1107,64.46875,12.191970850761
"163",2008,1107,66.4,12.9231148161627
"164",2009,1107,65.741935483871,10.5797534373774
"165",2010,1107,69.125,8.30371079115993
"166",2011,1107,64,12.6949316785314
"167",2012,1107,68.5454545454545,11.338791021012
"168",2013,1107,60.2941176470588,10.3236398671666
"169",2014,1107,63.84375,8.04066028022174
"170",2015,1107,60.21875,8.83079061597691
"171",2016,1107,65.7096774193548,8.43482285286062
"172",2017,1107,66.2424242424242,9.14135624179443
"173",1985,1108,75.04,9.6931247111892
"174",1986,1108,74.88,13.9263539138331
"175",1987,1108,78.56,14.6147186083072
"176",1988,1108,81.8846153846154,16.6068104657744
"177",1989,1108,82.5416666666667,13.0149718691061
"178",1990,1108,87.32,17.8622506980503
"179",1991,1108,88.9615384615385,14.3512529605767
"180",1992,1108,83.6785714285714,14.3399301910294
"181",1993,1108,86.0384615384615,12.9999408282677
"182",1994,1108,91.8181818181818,12.949117872645
"183",1995,1108,88.4782608695652,10.5307755270721
"184",1996,1108,85.1304347826087,17.4546277995423
"185",1997,1108,76.2083333333333,12.6799367940637
"186",1998,1108,76.1304347826087,15.2414039791916
"187",1999,1108,67.1538461538462,11.5747736312804
"188",2000,1108,71.7407407407407,12.3337953251425
"189",2001,1108,76,11.344146295443
"190",2002,1108,76.6551724137931,9.90049011077217
"191",2003,1108,73.1212121212121,12.5393320589595
"192",2004,1108,72.3448275862069,10.6445018069993
"193",2005,1108,69.4642857142857,10.3940230077537
"194",2006,1108,73.0714285714286,9.17294157524494
"195",2007,1108,75.2413793103448,11.2968237394847
"196",2008,1108,78.6896551724138,11.3203465629555
"197",2009,1108,84.5714285714286,12.3180944035776
"198",2010,1108,82,15.9708067005605
"199",2011,1108,80.6428571428571,12.1509465740535
"200",2012,1108,68.9642857142857,14.7509752166177
"201",2013,1108,66.28125,12.894696021383
"202",2014,1108,68.6071428571429,14.200519775866
"203",2015,1108,74.1666666666667,11.3017646877588
"204",2016,1108,72.6785714285714,12.998728061504
"205",2017,1108,69.0344827586207,11.6725647769848
"206",1985,1109,82.9583333333333,13.5822107653858
"207",1986,1109,103.208333333333,20.427984145086
"208",1987,1109,89.375,13.9153106169146
"209",1988,1109,89.4166666666667,13.698354920801
"210",1989,1109,95.3333333333333,28.0708214075177
"211",1990,1109,103.458333333333,27.7425731019825
"212",1991,1109,105.2,21.83078865578
"213",1985,1110,77.2,10.4562580942387
"214",1986,1110,75.2,9.57427107756338
"215",1987,1110,78.1304347826087,12.8250619272866
"216",1988,1110,74.1111111111111,11.7090804123366
"217",1989,1110,76.84,14.5306572459748
"218",1990,1110,65.5555555555556,11.7025090450176
"219",1991,1110,76.9230769230769,11.5824801382884
"220",1992,1110,78.9310344827586,11.6494360209373
"221",1993,1110,77.4285714285714,12.8334879396995
"222",1994,1110,83.2962962962963,14.5966666764258
"223",1995,1110,81.3928571428571,10.3935139522268
"224",1996,1110,73.6923076923077,12.2008826919014
"225",1997,1110,71.3076923076923,10.7322662313949
"226",1998,1110,65.5185185185185,9.58512617938042
"227",1999,1110,69.9230769230769,12.1026379832599
"228",2000,1110,67.75,8.35608006627953
"229",2001,1110,66,11.3612025365682
"230",2002,1110,64.7,10.7708098501267
"231",2003,1110,61.9,8.48670359627544
"232",2004,1110,65.0322580645161,12.8646385386914
"233",2005,1110,66.0714285714286,12.137876351654
"234",2006,1110,67.9655172413793,10.2416612722626
"235",2007,1110,62.1666666666667,12.632970910399
"236",2008,1110,61.78125,11.2098297158371
"237",2009,1110,58.4193548387097,11.4710481751477
"238",2010,1110,67.1935483870968,8.48692859574342
"239",2011,1110,63.6451612903226,9.56921587556255
"240",2012,1110,61.7096774193548,9.64086285345559
"241",2013,1110,63.8666666666667,10.1156530575939
"242",2014,1110,58.625,9.43483593033064
"243",2015,1110,58.5757575757576,10.1335775488913
"244",2016,1110,65.6774193548387,9.97793264083028
"245",2017,1110,68.3,8.99099166023875
"246",1985,1111,69.9166666666667,11.974308246033
"247",1986,1111,66.4,9.85731538841416
"248",1987,1111,74.32,9.97797574661314
"249",1988,1111,76.44,12.5634390196315
"250",1989,1111,70.2,12.3322071557906
"251",1990,1111,77.1428571428571,13.5638798276465
"252",1991,1111,83.5862068965517,10.0907214855293
"253",1992,1111,75.4074074074074,9.64069603000841
"254",1993,1111,82.5925925925926,12.8100299022628
"255",1994,1111,76.6153846153846,9.79827300324674
"256",1995,1111,79.4814814814815,11.4870173218102
"257",1996,1111,82.4615384615385,11.215099711481
"258",1997,1111,70.8461538461538,10.4026623811111
"259",1998,1111,67.1923076923077,9.84690501942303
"260",1999,1111,68.0769230769231,11.3169715981726
"261",2000,1111,68.8928571428571,9.84449192005464
"262",2001,1111,71.5357142857143,10.0313661521403
"263",2002,1111,80.52,12.2852214740584
"264",2003,1111,81.7307692307692,15.5346263355324
"265",2004,1111,73.5862068965517,12.1875734177402
"266",2005,1111,69.6296296296296,12.2573310815269
"267",2006,1111,70.9642857142857,12.5771166184409
"268",2007,1111,68.2413793103448,11.2904990792315
"269",2008,1111,69,10.4848001641786
"270",2009,1111,77.8,11.760248648556
"271",2010,1111,68.9677419354839,11.591617290001
"272",2011,1111,73.3448275862069,9.53293487288361
"273",2012,1111,70.8965517241379,9.94393148603784
"274",2013,1111,72.9655172413793,11.1242423774793
"275",2014,1111,72.3461538461538,9.9677171215572
"276",2015,1111,70.1034482758621,12.3153354678112
"277",2016,1111,77.3548387096774,10.5910288675425
"278",2017,1111,77.5357142857143,11.6157050227097
"279",1985,1112,59.3333333333333,10.4439898064352
"280",1986,1112,61.8620689655172,8.98699114566253
"281",1987,1112,66.6428571428571,13.4830875838456
"282",1988,1112,64.3333333333333,10.37022982709
"283",1989,1112,66.9666666666667,11.1494033653061
"284",1990,1112,66.5333333333333,13.0641212627492
"285",1991,1112,71.75,12.0750342282291
"286",1992,1112,68.2333333333333,10.3380226660459
"287",1993,1112,71.6296296296296,9.40600523457937
"288",1994,1112,75.2666666666667,11.0576337598881
"289",1995,1112,75.551724137931,13.852761990965
"290",1996,1112,72.1666666666667,10.5734975563771
"291",1997,1112,73.3571428571429,10.9653132758757
"292",1998,1112,75.6774193548387,11.8754286849618
"293",1999,1112,75.7142857142857,11.5112091679344
"294",2000,1112,67.84375,12.0806680412376
"295",2001,1112,66.2413793103448,12.4460411732687
"296",2002,1112,77.8387096774194,12.8117049976276
"297",2003,1112,70.25,9.3595860940456
"298",2004,1112,78.4137931034483,10.1963482306843
"299",2005,1112,69.5454545454545,10.5151405990686
"300",2006,1112,68.0645161290323,12.8942764663783
"301",2007,1112,72.5,11.8343451081135
"302",2008,1112,66.78125,9.57393765689251
"303",2009,1112,68.4375,12.3548018613112
"304",2010,1112,72.0322580645161,11.2797277478012
"305",2011,1112,67.4705882352941,13.1223503394542
"306",2012,1112,62.6764705882353,10.9204300843136
"307",2013,1112,63.6875,10.7506563940638
"308",2014,1112,58.1470588235294,10.5547127286494
"309",2015,1112,58.6176470588235,9.32255234228739
"310",2016,1112,69,13.2098448136229
"311",2017,1112,65.4411764705882,9.53523347180623
"312",1985,1113,71.7777777777778,8.27569812687603
"313",1986,1113,71.88,9.2255081160877
"314",1987,1113,73.0357142857143,12.650522293001
"315",1988,1113,79.1428571428571,11.7053779527136
"316",1989,1113,83.3571428571429,11.0124989114702
"317",1990,1113,66.3448275862069,11.4619739700734
"318",1991,1113,73.0357142857143,13.0936290497754
"319",1992,1113,69.5483870967742,12.0356102453716
"320",1993,1113,82.5769230769231,12.5608059516038
"321",1994,1113,75.3703703703704,13.2408114675456
"322",1995,1113,70.4666666666667,14.8131659363376
"323",1996,1113,77.6666666666667,13.2519954955993
"324",1997,1113,75.3214285714286,9.46358937240642
"325",1998,1113,84.4,14.2383648809391
"326",1999,1113,73.25,11.0608585829759
"327",2000,1113,75.6896551724138,13.0112683258888
"328",2001,1113,71.0344827586207,14.7393611962292
"329",2002,1113,73.0714285714286,12.9641344897676
"330",2003,1113,69.1724137931034,12.7112688068423
"331",2004,1113,76.5925925925926,12.0838711934522
"332",2005,1113,71.6451612903226,14.4442569604596
"333",2006,1113,69.9285714285714,12.2864833031129
"334",2007,1113,62.1034482758621,9.83922480826545
"335",2008,1113,62.3225806451613,12.4080272317942
"336",2009,1113,60.0606060606061,12.2804198674643
"337",2010,1113,58.46875,12.5080216196931
"338",2011,1113,66.8709677419355,10.3238944056458
"339",2012,1113,66.3225806451613,7.95146567945891
"340",2013,1113,66.8484848484848,12.4527135901207
"341",2014,1113,68.875,12.328173869951
"342",2015,1113,66.4375,13.297920041095
"343",2016,1113,73.96875,11.7156756720051
"344",2017,1113,81.6666666666667,12.8662996493423
"345",1985,1114,69.7666666666667,10.0984236848896
"346",1986,1114,73,13.5443078768193
"347",1987,1114,69.1724137931034,9.12245645770152
"348",1988,1114,71.7333333333333,13.2194562289266
"349",1989,1114,80.9333333333333,14.9963980349612
"350",1990,1114,80.3103448275862,19.0490034390176
"351",1991,1114,74.448275862069,12.5743111339195
"352",1992,1114,71.3448275862069,13.2268014221908
"353",1993,1114,72.1538461538462,11.4041827684137
"354",1994,1114,72.4074074074074,11.3553080074043
"355",1995,1114,70.6071428571429,11.5609152710658
"356",1996,1114,67,9.49088631672106
"357",1997,1114,70.44,12.8065087618237
"358",1998,1114,69.962962962963,11.3289332836207
"359",1999,1114,70,13.0543734689439
"360",2000,1114,76.7142857142857,9.71770870287139
"361",2001,1114,65.72,12.163880959628
"362",2002,1114,68.037037037037,12.0367433670072
"363",2003,1114,70.0714285714286,15.2313725249798
"364",2004,1114,66.9230769230769,15.3829075975202
"365",2005,1114,67.88,15.2624812312197
"366",2006,1114,65.6071428571429,8.61239109790541
"367",2007,1114,69.6896551724138,9.65883551202089
"368",2008,1114,63.1034482758621,10.4209432928742
"369",2009,1114,63.3548387096774,10.7782137886163
"370",2010,1114,73.8928571428571,9.91945072297366
"371",2011,1114,67.5454545454545,11.9793857028723
"372",2012,1114,64.3666666666667,8.24405044963287
"373",2013,1114,67.8064516129032,11.0647167604619
"374",2014,1114,74.6333333333333,13.7049785399908
"375",2015,1114,70.5333333333333,10.6373879777183
"376",2016,1114,60.0645161290323,10.8133728437553
"377",2017,1114,68.6333333333333,10.6333351349402
"378",1999,1115,85.1739130434783,11.7884850361122
"379",2000,1115,79.4,13.372858083945
"380",2001,1115,84.5185185185185,17.5507404410324
"381",2002,1115,84.9285714285714,11.014900922298
"382",2003,1115,74.1785714285714,15.8255620026087
"383",2004,1115,74.3703703703704,10.7027967162727
"384",2005,1115,68.6153846153846,13.0815195541708
"385",2006,1115,63,9.02986497897181
"386",2007,1115,65,11.4392806966672
"387",2008,1115,64.2068965517241,8.5204766396891
"388",2009,1115,70.6451612903226,11.3711576282475
"389",2010,1115,64.6875,13.2310424332691
"390",2011,1115,71.6451612903226,12.6452847261915
"391",2012,1115,69.4242424242424,11.4864874500168
"392",2013,1115,66.6,11.5537723351472
"393",2014,1115,71.3793103448276,11.3118578526614
"394",2015,1115,66.875,11.0563074977079
"395",2016,1115,70.3636363636364,12.729930728941
"396",2017,1115,73.2,11.378746067514
"397",1985,1116,61.6969696969697,9.8154369760242
"398",1986,1116,70.8214285714286,13.086757715845
"399",1987,1116,73.9354838709677,15.253273930255
"400",1988,1116,64.3103448275862,12.130550123775
"401",1989,1116,73.7,12.0691970421142
"402",1990,1116,79.6333333333333,13.8576092214109
"403",1991,1116,80.8484848484848,12.1401225594133
"404",1992,1116,77.5172413793103,12.7128188670648
"405",1993,1116,78.0357142857143,12.9999491248496
"406",1994,1116,75.8518518518518,12.7360895571591
"407",1995,1116,80.3125,12.1268497092595
"408",1996,1116,74.2333333333333,13.6702126041872
"409",1997,1116,70.7777777777778,13.8406684290934
"410",1998,1116,72.8333333333333,14.8558204855488
"411",1999,1116,71.28125,11.1968727632951
"412",2000,1116,69.6060606060606,11.4152841454434
"413",2001,1116,69.6333333333333,12.2262671815809
"414",2002,1116,72.6896551724138,13.2586991612404
"415",2003,1116,66.5357142857143,10.5144772958161
"416",2004,1116,68.6071428571429,9.96787166894045
"417",2005,1116,62.8333333333333,10.4784946712165
"418",2006,1116,65.0645161290323,10.8503010215415
"419",2007,1116,65.7058823529412,10.3792608242816
"420",2008,1116,67.030303030303,13.15884884898
"421",2009,1116,73.7666666666667,10.7147443798924
"422",2010,1116,73.9375,13.9073837432008
"423",2011,1116,66.741935483871,9.96984701298699
"424",2012,1116,69.71875,11.8980463969727
"425",2013,1116,68.84375,11.5677788734275
"426",2014,1116,71.21875,11.3414295480574
"427",2015,1116,70.1470588235294,13.9025446830104
"428",2016,1116,74.6875,9.13496473146784
"429",2017,1116,74,10.2867964798659
"430",1985,1117,66.92,11.3060455804258
"431",1986,1117,68.08,9.73789847280545
"432",1987,1117,63.3448275862069,10.2269806397062
"433",1988,1117,63.4285714285714,9.91978409049897
"434",1989,1117,64.1153846153846,12.6911840994508
"435",1990,1117,72.8214285714286,10.9681477264971
"436",1991,1117,65.6071428571429,11.1100197876754
"437",1992,1117,65.1071428571429,12.0441757423316
"438",1993,1117,65.9259259259259,12.6549653554701
"439",1994,1117,66,9.55147994976534
"440",1995,1117,74.1538461538462,11.7156043213905
"441",1996,1117,75.0769230769231,16.2724873990993
"442",1997,1117,73.68,11.5604209842606
"443",1998,1117,70.5172413793103,11.8491129555133
"444",1999,1117,68.0357142857143,11.8555570431858
"445",2000,1117,75.8214285714286,9.16940795951638
"446",2001,1117,72.8214285714286,13.6708762390293
"447",2002,1117,65.7857142857143,12.03192402599
"448",2003,1117,69.8076923076923,10.0240480077431
"449",2004,1117,69.9615384615385,11.4942795136738
"450",2005,1117,73.4230769230769,10.5116053081271
"451",2006,1117,75.9285714285714,13.651559594606
"452",2007,1117,72.5806451612903,10.7912748506942
"453",2008,1117,74.75,10.9430343141196
"454",2009,1117,65.3928571428571,11.9546652468407
"455",2010,1117,67.5172413793103,10.4697547032773
"456",2011,1117,66.1666666666667,11.6975780969111
"457",2012,1117,66,8.92328414878737
"458",2013,1117,63.2333333333333,10.7725171820138
"459",2014,1117,73.1333333333333,14.1707161217173
"460",2015,1117,69.6428571428571,10.8464511544331
"461",2016,1117,77.4137931034483,8.4958697586336
"462",2017,1117,69.4838709677419,10.0228770578177
"463",1987,1118,81.5185185185185,14.4498346287326
"464",1985,1119,66.6785714285714,11.3563608262916
"465",1986,1119,65.5769230769231,12.7001514224771
"466",1987,1119,67.037037037037,10.2974286614201
"467",1988,1119,77.2962962962963,13.2833464701969
"468",1989,1119,73.8461538461538,12.2071857778681
"469",1990,1119,74.7142857142857,13.2800522724795
"470",1991,1119,70.7857142857143,13.9638611418697
"471",1992,1119,64.3214285714286,11.2909454757097
"472",1993,1119,72.6153846153846,13.3897779610475
"473",1994,1119,86.3846153846154,11.4335538589781
"474",1995,1119,79.4074074074074,11.4933400757511
"475",1996,1119,75.8333333333333,8.58039558562407
"476",1997,1119,76.625,11.8314705616916
"477",1998,1119,76.5384615384615,10.2028653592244
"478",1999,1119,73.72,10.4901541138981
"479",2000,1119,65.3461538461538,12.9921277939907
"480",2001,1119,78.76,13.6512514688825
"481",2002,1119,71.4230769230769,11.2576128088439
"482",2003,1119,67.48,11.7264657932388
"483",2004,1119,64.28,10.3783428349617
"484",2005,1119,69.2,8.68907359849138
"485",2006,1119,68.68,8.71167798609047
"486",2007,1119,62.4137931034483,11.3342629774229
"487",2008,1119,62.0666666666667,12.2190730878589
"488",2009,1119,60.7666666666667,9.04274650578109
"489",2010,1119,61.1428571428571,12.697956341006
"490",2011,1119,72.1379310344828,11.9065532314023
"491",2012,1119,70.7241379310345,10.4365311414286
"492",2013,1119,68.8,11.3392817384889
"493",2014,1119,74.0333333333333,11.1802884835192
"494",2015,1119,72.9310344827586,11.6371665503333
"495",2016,1119,75.5161290322581,13.652523497488
"496",2017,1119,73.7741935483871,13.5023693659529
"497",1985,1120,66.6551724137931,13.594315676753
"498",1986,1120,66.5555555555556,10.7321706648509
"499",1987,1120,74.3448275862069,15.413991468952
"500",1988,1120,70,12.3537599383906
"501",1989,1120,79.3571428571429,12.5527458578364
"502",1990,1120,78.8,9.58950575836186
"503",1991,1120,79.3793103448276,13.4520677993689
"504",1992,1120,84.7083333333333,10.7399261865598
"505",1993,1120,77.625,10.3032814528019
"506",1994,1120,80.9285714285714,12.794468050623
"507",1995,1120,74.1153846153846,12.2059884419966
"508",1996,1120,71.3333333333333,10.6878381844726
"509",1997,1120,64.448275862069,12.1024974013529
"510",1998,1120,67.3571428571429,13.0730548038613
"511",1999,1120,61.5333333333333,12.0594313737204
"512",2000,1120,64.1935483870968,14.494641204801
"513",2001,1120,73.3666666666667,13.084561403671
"514",2002,1120,66.6071428571429,12.5884699912093
"515",2003,1120,65.5666666666667,12.8752190027128
"516",2004,1120,65.5714285714286,11.7518432641786
"517",2005,1120,75.2258064516129,12.0241692087766
"518",2006,1120,67.7142857142857,13.7809776110167
"519",2007,1120,72.5483870967742,11.5349865183491
"520",2008,1120,72.7666666666667,11.6016744728816
"521",2009,1120,65.96875,11.7431774976765
"522",2010,1120,74.2258064516129,11.6524952332661
"523",2011,1120,66.7,11.4324100696222
"524",2012,1120,63.9677419354839,11.8475985498264
"525",2013,1120,68.78125,13.8068107900973
"526",2014,1120,71.8333333333333,13.2276704059262
"527",2015,1120,72.4117647058823,14.1166517771568
"528",2016,1120,78.0967741935484,8.37995560334173
"529",2017,1120,79.5625,11.8646601843594
"530",1985,1121,75.9615384615385,10.1999245849399
"531",1986,1121,70,10.0995049383621
"532",1987,1121,78.1666666666667,11.9770311581092
"533",1988,1121,73.3913043478261,14.6744649288694
"534",1989,1121,87.32,11.8206034814922
"535",1990,1121,81.3333333333333,12.5755686764548
"536",1991,1121,73.7142857142857,14.4986771883383
"537",1985,1122,72.3913043478261,12.2353405065921
"538",1986,1122,72.6923076923077,10.7024080683526
"539",1987,1122,76.0384615384615,12.4979382915128
"540",1988,1122,76.2962962962963,15.2058056089286
"541",1989,1122,80.8888888888889,11.9818238413066
"542",1990,1122,73.8518518518518,11.7463699914998
"543",1991,1122,84.962962962963,14.6720075745552
"544",1992,1122,87.7692307692308,9.83181648448624
"545",1993,1122,80.4230769230769,14.4835715952194
"546",1994,1122,82.7692307692308,11.1438151180202
"547",1995,1122,76.9259259259259,12.2723138246089
"548",1996,1122,73.4444444444444,7.93886900166775
"549",1997,1122,75.0689655172414,11.5632763352742
"550",1998,1122,67.7307692307692,11.7458339586687
"551",1999,1122,75.1153846153846,11.9576817923105
"552",2000,1122,69.3461538461538,11.3664147652364
"553",2001,1122,75.2333333333333,8.61307479772841
"554",2002,1122,72.5172413793103,12.1350163036419
"555",2003,1122,67.7037037037037,11.1037582508558
"556",2004,1122,61.1785714285714,8.45490684368845
"557",2005,1122,67.09375,10.4182203142441
"558",2006,1122,71.258064516129,11.7444107044883
"559",2007,1122,67.4,11.3611558421212
"560",2008,1122,70.6764705882353,15.191146919885
"561",2009,1122,74.8,11.7308905503141
"562",2010,1122,73.3666666666667,9.70774071991303
"563",2011,1122,67.6774193548387,11.2794417615241
"564",2012,1122,73.3548387096774,11.8702664589491
"565",2013,1122,77.7586206896552,10.5750892343881
"566",2014,1122,80.0714285714286,10.4807710043947
"567",2015,1122,73.6785714285714,12.0340676028009
"568",2016,1122,77.0909090909091,9.04628251121571
"569",2017,1122,85.1785714285714,10.4209673661595
"570",1985,1123,75.0689655172414,11.8861595217858
"571",1986,1123,70.1034482758621,10.234203254585
"572",1987,1123,77.7692307692308,12.3070961394074
"573",1988,1123,68.5833333333333,10.5208557540298
"574",1989,1123,61.3448275862069,8.88528423079808
"575",1990,1123,59.1428571428571,9.49742376653049
"576",1991,1123,66.7307692307692,11.0328878986698
"577",1992,1123,59.7857142857143,10.9590386941798
"578",1993,1123,63.7741935483871,10.5663291557644
"579",1994,1123,72,11.6034477634882
"580",1995,1123,72.8518518518518,13.7216945121548
"581",1996,1123,72.6428571428571,15.4852720606921
"582",1997,1123,74.1428571428571,9.36785000715819
"583",1998,1123,69.9615384615385,12.4562619408256
"584",1999,1123,65.5,10.2888288935136
