"Season","TeamID","Wins","Loses","WinsAtHome","WinsAtAway","WinsAtNeutral","LosesAtHome","LosesAtAway","LosesAtNeutral","WinPer","WinPerHome","WinPerAway","WinPerNeut","WinPerNotHome","CoachName","CoachYears","SumofWinPer","CoachWinPer"
1985,1246,16,12,11,4,1,8,3,1,0.571428571428571,0.578947368421053,0.571428571428571,0.5,0.555555555555556,"joe_b_hall",1,0.571428571428571,0.571428571428571
1985,1280,11,15,9,2,0,10,3,2,0.423076923076923,0.473684210526316,0.4,0,0.285714285714286,"bob_boyd",1,0.423076923076923,0.423076923076923
1985,1308,7,20,3,3,1,9,11,0,0.259259259259259,0.25,0.214285714285714,1,0.266666666666667,"weldon_drew",1,0.259259259259259,0.259259259259259
1985,1337,20,7,12,7,1,6,0,1,0.740740740740741,0.666666666666667,1,0.5,0.888888888888889,"jim_harrick",1,0.740740740740741,0.740740740740741
1985,1348,6,20,4,2,0,11,7,2,0.230769230769231,0.266666666666667,0.222222222222222,0,0.181818181818182,"brendan_malone",1,0.230769230769231,0.230769230769231
1985,1373,20,7,14,6,0,5,2,0,0.740740740740741,0.736842105263158,0.75,NA,0.75,"john_griffin",1,0.740740740740741,0.740740740740741
1985,1379,5,20,3,1,1,11,6,3,0.2,0.214285714285714,0.142857142857143,0.25,0.181818181818182,"m_k_turk",1,0.2,0.2
1985,1409,22,7,15,7,0,3,3,1,0.758620689655172,0.833333333333333,0.7,0,0.636363636363636,"nolan_richardson_jr",1,0.758620689655172,0.758620689655172
1985,1444,9,16,7,2,0,10,4,2,0.36,0.411764705882353,0.333333333333333,0,0.25,"vern_payne",1,0.36,0.36
1985,1451,17,9,12,5,0,7,1,1,0.653846153846154,0.631578947368421,0.833333333333333,0,0.714285714285714,"neil_mccarthy",1,0.653846153846154,0.653846153846154
1985,1139,16,8,10,6,0,5,2,1,0.666666666666667,0.666666666666667,0.75,0,0.666666666666667,"joe_sexson",1,0.666666666666667,0.666666666666667
1985,1154,15,10,10,4,1,7,0,3,0.6,0.588235294117647,1,0.25,0.625,"les_robinson",1,0.6,0.6
1985,1229,20,7,11,6,3,4,3,0,0.740740740740741,0.733333333333333,0.666666666666667,1,0.75,"bob_donewald",1,0.740740740740741,0.740740740740741
1985,1259,14,13,11,3,0,9,4,0,0.518518518518518,0.55,0.428571428571429,NA,0.428571428571429,"mark_amatucci",1,0.518518518518518,0.518518518518518
1985,1261,19,9,13,6,0,6,2,1,0.678571428571429,0.684210526315789,0.75,0,0.666666666666667,"dale_brown",1,0.678571428571429,0.678571428571429
1985,1272,26,3,14,10,2,3,0,0,0.896551724137931,0.823529411764706,1,1,1,"dana_kirk",1,0.896551724137931,0.896551724137931
1985,1273,20,8,10,7,3,5,3,0,0.714285714285714,0.666666666666667,0.7,1,0.769230769230769,"bill_bibb",1,0.714285714285714,0.714285714285714
1985,1318,20,8,11,7,2,4,2,2,0.714285714285714,0.733333333333333,0.777777777777778,0.5,0.692307692307692,"jim_calhoun",1,0.714285714285714,0.714285714285714
1985,1330,18,11,9,6,3,6,3,2,0.620689655172414,0.6,0.666666666666667,0.6,0.642857142857143,"paul_webb",1,0.620689655172414,0.620689655172414
1985,1360,12,11,8,4,0,3,5,3,0.521739130434783,0.727272727272727,0.444444444444444,0,0.333333333333333,"hank_egan",1,0.521739130434783,0.521739130434783
1985,1388,11,12,7,3,1,8,3,1,0.478260869565217,0.466666666666667,0.5,0.5,0.5,"bill_oates",1,0.478260869565217,0.478260869565217
1985,1393,21,8,13,5,3,3,2,3,0.724137931034483,0.8125,0.714285714285714,0.5,0.615384615384615,"jim_boeheim",1,0.724137931034483,0.724137931034483
1985,1419,15,12,7,8,0,8,4,0,0.555555555555556,0.466666666666667,0.666666666666667,NA,0.666666666666667,"mike_vining",1,0.555555555555556,0.555555555555556
1985,1447,8,16,7,1,0,10,3,3,0.333333333333333,0.411764705882353,0.25,0,0.142857142857143,"neil_kennett",1,0.333333333333333,0.333333333333333
1985,1161,16,12,10,5,1,8,3,1,0.571428571428571,0.555555555555556,0.625,0.5,0.6,"tony_mcandrews",1,0.571428571428571,0.571428571428571
1985,1298,23,5,10,10,3,4,1,0,0.821428571428571,0.714285714285714,0.909090909090909,1,0.928571428571429,"paul_evans",1,0.821428571428571,0.821428571428571
1985,1332,13,16,7,4,2,8,5,3,0.448275862068966,0.466666666666667,0.444444444444444,0.4,0.428571428571429,"don_monson",1,0.448275862068966,0.448275862068966
1985,1347,14,12,8,5,1,11,1,0,0.538461538461538,0.421052631578947,0.833333333333333,1,0.857142857142857,"joe_davis",1,0.538461538461538,0.538461538461538
1985,1353,16,14,13,3,0,7,4,3,0.533333333333333,0.65,0.428571428571429,0,0.3,"tom_young",1,0.533333333333333,0.533333333333333
1985,1359,15,11,9,5,1,8,3,0,0.576923076923077,0.529411764705882,0.625,1,0.666666666666667,"mel_hankinson",1,0.576923076923077,0.576923076923077
1985,1361,23,7,13,7,3,4,3,0,0.766666666666667,0.764705882352941,0.7,1,0.769230769230769,"smokey_gaines",1,0.766666666666667,0.766666666666667
1985,1386,18,11,9,5,4,7,0,4,0.620689655172414,0.5625,1,0.5,0.692307692307692,"jim_boyle",1,0.620689655172414,0.620689655172414
1985,1400,12,13,9,3,0,8,4,1,0.48,0.529411764705882,0.428571428571429,0,0.375,"bob_weltlich",1,0.48,0.48
1985,1433,25,5,12,9,4,4,1,0,0.833333333333333,0.75,0.9,1,0.928571428571429,"j_d_barnett",1,0.833333333333333,0.833333333333333
1985,1102,5,19,2,3,0,9,8,2,0.208333333333333,0.181818181818182,0.272727272727273,0,0.230769230769231,"reggie_minton",1,0.208333333333333,0.208333333333333
1985,1111,10,14,5,3,2,9,4,1,0.416666666666667,0.357142857142857,0.428571428571429,0.666666666666667,0.5,"kevin_cantwell",1,0.416666666666667,0.416666666666667
1985,1119,15,13,9,3,3,9,2,2,0.535714285714286,0.5,0.6,0.6,0.6,"les_wothke",1,0.535714285714286,0.535714285714286
1985,1149,10,13,4,4,2,10,3,0,0.434782608695652,0.285714285714286,0.571428571428571,1,0.666666666666667,"tommy_gaither",1,0.434782608695652,0.434782608695652
1985,1151,19,7,11,6,2,4,1,2,0.730769230769231,0.733333333333333,0.857142857142857,0.5,0.727272727272727,"murray_arnold",1,0.730769230769231,0.730769230769231
1985,1155,15,12,11,3,1,7,4,1,0.555555555555556,0.611111111111111,0.428571428571429,0.5,0.444444444444444,"cliff_ellis",1,0.555555555555556,0.555555555555556
1985,1185,14,13,9,5,0,9,3,1,0.518518518518518,0.5,0.625,0,0.555555555555556,"jim_boyce",1,0.518518518518518,0.518518518518518
1985,1201,20,8,12,6,2,4,1,3,0.714285714285714,0.75,0.857142857142857,0.4,0.666666666666667,"tiny_grant",1,0.714285714285714,0.714285714285714
1985,1212,6,18,6,0,0,12,6,0,0.25,0.333333333333333,0,NA,0,"fred_hobdy",1,0.25,0.25
1985,1267,19,12,9,6,4,5,6,1,0.612903225806452,0.642857142857143,0.5,0.8,0.588235294117647,"rick_huckabay",1,0.612903225806452,0.612903225806452
1985,1292,13,13,10,2,1,10,3,0,0.5,0.5,0.4,1,0.5,"bruce_stewart",1,0.5,0.5
1985,1319,14,12,7,4,3,8,2,2,0.538461538461538,0.466666666666667,0.666666666666667,0.6,0.636363636363636,"jay_arnote",1,0.538461538461538,0.538461538461538
1985,1320,8,16,6,2,0,8,6,2,0.333333333333333,0.428571428571429,0.25,0,0.2,"jim_berry",1,0.333333333333333,0.333333333333333
1985,1371,7,18,3,0,4,10,5,3,0.28,0.230769230769231,0,0.571428571428571,0.333333333333333,"p_j_carlesimo",1,0.28,0.28
1985,1382,12,15,5,4,3,8,6,1,0.444444444444444,0.384615384615385,0.4,0.75,0.5,"jim_j_o'brien",1,0.444444444444444,0.444444444444444
1985,1385,27,3,12,7,8,1,1,1,0.9,0.923076923076923,0.875,0.888888888888889,0.882352941176471,"lou_carnesecca",1,0.9,0.9
1985,1390,7,17,5,1,1,9,7,1,0.291666666666667,0.357142857142857,0.125,0.5,0.2,"tom_davis",1,0.291666666666667,0.291666666666667
1985,1402,6,19,4,2,0,12,6,1,0.24,0.25,0.25,0,0.222222222222222,"celester_collier",1,0.24,0.24
1985,1425,19,9,9,8,2,3,5,1,0.678571428571429,0.75,0.615384615384615,0.666666666666667,0.625,"stan_morrison",1,0.678571428571429,0.678571428571429
1985,1435,11,17,9,2,0,9,7,1,0.392857142857143,0.5,0.222222222222222,0,0.2,"c_m_newton",1,0.392857142857143,0.392857142857143
1985,1441,11,14,7,3,1,8,4,2,0.44,0.466666666666667,0.428571428571429,0.333333333333333,0.4,"steve_cottrell",1,0.44,0.44
1985,1449,22,9,11,9,2,6,2,1,0.709677419354839,0.647058823529412,0.818181818181818,0.666666666666667,0.785714285714286,"marv_harshman",1,0.709677419354839,0.709677419354839
1985,1103,9,14,7,2,0,8,6,0,0.391304347826087,0.466666666666667,0.25,NA,0.25,"bob_huggins",1,0.391304347826087,0.391304347826087
1985,1122,6,17,3,2,1,10,5,2,0.260869565217391,0.230769230769231,0.285714285714286,0.333333333333333,0.3,"howard_jackson",1,0.260869565217391,0.260869565217391
1985,1123,13,16,9,3,1,10,4,2,0.448275862068966,0.473684210526316,0.428571428571429,0.333333333333333,0.4,"al_brown",1,0.448275862068966,0.448275862068966
1985,1129,12,13,8,4,0,7,6,0,0.48,0.533333333333333,0.4,NA,0.4,"bobby_dye",1,0.48,0.48
1985,1140,15,14,9,4,2,7,5,2,0.517241379310345,0.5625,0.444444444444444,0.5,0.461538461538462,"ladell_andersen",1,0.517241379310345,0.517241379310345
1985,1141,6,18,4,0,2,12,5,1,0.25,0.25,0,0.666666666666667,0.25,"dick_parfitt",1,0.25,0.25
1985,1156,18,8,11,7,0,6,2,0,0.692307692307692,0.647058823529412,0.777777777777778,NA,0.777777777777778,"kevin_mackey",1,0.692307692307692,0.692307692307692
1985,1174,11,14,8,3,0,9,2,3,0.44,0.470588235294118,0.6,0,0.375,"ron_rainey",1,0.44,0.44
1985,1183,17,10,9,8,0,6,2,2,0.62962962962963,0.6,0.8,0,0.666666666666667,"rick_samuels",1,0.62962962962963,0.62962962962963
1985,1202,5,21,3,2,0,9,10,2,0.192307692307692,0.25,0.166666666666667,0,0.142857142857143,"jene_davis",1,0.192307692307692,0.192307692307692
1985,1203,13,14,9,3,1,7,4,3,0.481481481481481,0.5625,0.428571428571429,0.25,0.363636363636364,"gerry_gimelstob",1,0.481481481481481,0.481481481481481
1985,1222,13,13,10,2,1,8,3,2,0.5,0.555555555555556,0.4,0.333333333333333,0.375,"guy_lewis",1,0.5,0.5
1985,1227,13,13,7,4,2,6,5,2,0.5,0.538461538461538,0.444444444444444,0.5,0.461538461538462,"willie_little",1,0.5,0.5
1985,1231,15,13,7,6,2,6,7,0,0.535714285714286,0.538461538461538,0.461538461538462,1,0.533333333333333,"bob_knight",1,0.535714285714286,0.535714285714286
1985,1235,17,12,10,4,3,5,3,4,0.586206896551724,0.666666666666667,0.571428571428571,0.428571428571429,0.5,"johnny_orr",1,0.586206896551724,0.586206896551724
1985,1238,8,16,7,1,0,13,3,0,0.333333333333333,0.35,0.25,NA,0.25,"paul_covington",1,0.333333333333333,0.333333333333333
1985,1239,13,14,8,3,2,6,5,3,0.481481481481481,0.571428571428571,0.375,0.4,0.384615384615385,"bob_wenzel",1,0.481481481481481,0.481481481481481
1985,1248,13,13,7,5,1,8,4,1,0.5,0.466666666666667,0.555555555555556,0.5,0.545454545454545,"butch_van_breda_kolff",1,0.5,0.5
1985,1256,26,2,13,11,2,1,0,1,0.928571428571429,0.928571428571429,1,0.666666666666667,0.928571428571429,"andy_russo",1,0.928571428571429,0.928571428571429
1985,1258,7,16,2,5,0,9,7,0,0.304347826086957,0.181818181818182,0.416666666666667,NA,0.416666666666667,"ed_goorjian",1,0.304347826086957,0.304347826086957
1985,1264,8,20,6,2,0,13,3,4,0.285714285714286,0.315789473684211,0.4,0,0.222222222222222,"gordon_chiesa",1,0.285714285714286,0.285714285714286
1985,1266,18,10,13,5,0,6,3,1,0.642857142857143,0.684210526315789,0.625,0,0.555555555555556,"rick_majerus",1,0.642857142857143,0.642857142857143
1985,1269,12,15,6,6,0,8,5,2,0.444444444444444,0.428571428571429,0.545454545454545,0,0.461538461538462,"ron_gerlufsen",1,0.444444444444444,0.444444444444444
1985,1285,18,7,13,5,0,6,1,0,0.72,0.684210526315789,0.833333333333333,NA,0.833333333333333,"mike_montgomery",1,0.72,0.72
1985,1290,11,11,7,3,1,8,2,1,0.5,0.466666666666667,0.6,0.5,0.571428571428571,"lafayette_stribling",1,0.5,0.5
1985,1310,15,12,10,5,0,6,5,1,0.555555555555556,0.625,0.5,0,0.454545454545455,"pete_lonergan",1,0.555555555555556,0.555555555555556
1985,1329,11,15,7,2,2,10,4,1,0.423076923076923,0.411764705882353,0.333333333333333,0.666666666666667,0.444444444444444,"paul_hansen",1,0.423076923076923,0.423076923076923
1985,1333,21,8,9,9,3,4,4,0,0.724137931034483,0.692307692307692,0.692307692307692,1,0.75,"ralph_miller",1,0.724137931034483,0.724137931034483
1985,1345,17,8,10,6,1,4,4,0,0.68,0.714285714285714,0.6,1,0.636363636363636,"gene_keady",1,0.68,0.68
1985,1349,8,16,6,2,0,9,6,1,0.333333333333333,0.4,0.25,0,0.222222222222222,"tommy_suitts",1,0.333333333333333,0.333333333333333
1985,1352,7,19,4,2,1,14,3,2,0.269230769230769,0.222222222222222,0.4,0.333333333333333,0.375,"jarrett_durham",1,0.269230769230769,0.269230769230769
1985,1380,18,10,9,6,3,7,3,0,0.642857142857143,0.5625,0.666666666666667,1,0.75,"robert_hopkins",1,0.642857142857143,0.642857142857143
1985,1405,15,12,12,3,0,8,4,0,0.555555555555556,0.6,0.428571428571429,NA,0.428571428571429,"bob_nichols",1,0.555555555555556,0.555555555555556
1985,1408,14,13,10,3,1,10,2,1,0.518518518518518,0.5,0.6,0.5,0.571428571428571,"ned_fowler",1,0.518518518518518,0.518518518518518
1985,1410,8,16,3,4,1,6,9,1,0.333333333333333,0.333333333333333,0.307692307692308,0.5,0.333333333333333,"lon_kruger",1,0.333333333333333,0.333333333333333
1985,1418,14,13,9,5,0,9,3,1,0.518518518518518,0.5,0.625,0,0.555555555555556,"bobby_paschal",1,0.518518518518518,0.518518518518518
1985,1424,27,3,15,9,3,3,0,0,0.9,0.833333333333333,1,1,1,"jerry_tarkanian",1,0.9,0.9
1985,1456,15,12,10,4,1,7,4,1,0.555555555555556,0.588235294117647,0.5,0.5,0.5,"barry_parkhill",1,0.555555555555556,0.555555555555556
1985,1462,15,13,9,4,2,9,3,1,0.535714285714286,0.5,0.571428571428571,0.666666666666667,0.6,"bob_staak",1,0.535714285714286,0.535714285714286
1985,1168,16,13,8,5,3,7,5,1,0.551724137931034,0.533333333333333,0.5,0.75,0.571428571428571,"george_mcquarn",1,0.551724137931034,0.551724137931034
1985,1179,9,15,7,1,1,9,5,1,0.375,0.4375,0.166666666666667,0.5,0.25,"gary_garner",1,0.375,0.375
1985,1223,17,8,10,6,1,6,1,1,0.68,0.625,0.857142857142857,0.5,0.777777777777778,"gene_iba",1,0.68,0.68
1985,1281,16,13,10,4,2,8,3,2,0.551724137931034,0.555555555555556,0.571428571428571,0.5,0.545454545454545,"norm_stewart",1,0.551724137931034,0.551724137931034
1985,1304,12,13,8,3,1,10,3,0,0.48,0.444444444444444,0.5,1,0.571428571428571,"moe_iba",1,0.48,0.48
